rep,n,threads,batch,wall_ns,ns_per_node,checks
22,500000,3,1,1266209,2.532418000,3
23,16384,3,16,148539,0.566631317,48
23,131072,3,2,402356,1.534866333,6
23,294378,3,1,864826,2.937807852,3
23,500000,3,1,1399621,2.799242000,3
24,16384,3,16,151344,0.577331543,48
24,131072,3,2,418537,1.596591949,6
24,294378,3,1,673706,2.288574554,3
24,500000,3,1,1229971,2.459942000,3
25,16384,3,16,335250,1.278877258,48
25,131072,3,2,822686,3.138298035,6
25,294378,3,1,1069731,3.633868699,3
25,500000,3,1,1223299,2.446598000,3
26,16384,3,16,154340,0.588760376,48
26,131072,3,2,575853,2.196704865,6
26,294378,3,1,693553,2.355994674,3
26,500000,3,1,1358303,2.716606000,3
27,16384,3,16,291869,1.113391876,48
27,131072,3,2,720674,2.749153137,6
27,294378,3,1,808680,2.747080285,3
27,500000,3,1,1254497,2.508994000,3
28,16384,3,16,228961,0.873416901,48
28,131072,3,2,523504,1.997009277,6
28,294378,3,1,1830941,6.219693727,3
28,500000,3,1,1417714,2.835428000,3
29,16384,3,16,214293,0.817462921,48
29,131072,3,2,514807,1.963832855,6
29,294378,3,1,696609,2.366375884,3
29,500000,3,1,1273984,2.547968000,3
30,16384,3,16,193303,0.737392426,48
30,131072,3,2,543912,2.074859619,6
30,294378,3,1,741263,2.518065209,3
30,500000,3,1,1891264,3.782528000,3
31,16384,3,16,152156,0.580429077,48
31,131072,3,2,448874,1.712318420,6
31,294378,3,1,887457,3.014685201,3
31,500000,3,1,1354125,2.708250000,3
32,16384,3,16,251432,0.959136963,48
32,131072,3,2,450407,1.718166351,6
32,294378,3,1,700637,2.380058972,3
32,500000,3,1,1315212,2.630424000,3
33,16384,3,16,789303,3.010951996,48
33,131072,3,2,574289,2.190738678,6
33,294378,3,1,1131416,3.843412212,3
33,500000,3,1,1427602,2.855204000,3
34,16384,3,16,236004,0.900283813,48
34,131072,3,2,552619,2.108074188,6
34,294378,3,1,938033,3.186491518,3
34,500000,3,1,1347924,2.695848000,3
35,16384,3,16,139402,0.531776428,48
35,131072,3,2,501032,1.911285400,6
35,294378,3,1,736003,2.500197026,3
35,500000,3,1,1315292,2.630584000,3
36,16384,3,16,150132,0.572708130,48
36,131072,3,2,444446,1.695426941,6
36,294378,3,1,752384,2.555843168,3
36,500000,3,1,1303500,2.607000000,3
37,16384,3,16,135144,0.515533447,48
37,131072,3,2,413847,1.578701019,6
37,294378,3,1,741554,2.519053734,3
37,500000,3,1,1188363,2.376726000,3
38,16384,3,16,159971,0.610240936,48
38,131072,3,2,619244,2.362228394,6
38,294378,3,1,841060,2.857074917,3
38,500000,3,1,1428315,2.856630000,3
39,16384,3,16,238378,0.909339905,48
39,131072,3,2,574039,2.189785004,6
39,294378,3,1,735984,2.500132483,3
39,500000,3,1,1433835,2.867670000,3
40,16384,3,16,241634,0.921760559,48
40,131072,3,2,529936,2.021545410,6
40,294378,3,1,739750,2.512925558,3
40,500000,3,1,1369694,2.739388000,3
41,16384,3,16,287069,1.095081329,48
41,131072,3,2,433525,1.653766632,6
41,294378,3,1,666652,2.264612165,3
41,500000,3,1,1183334,2.366668000,3
42,16384,3,16,149451,0.570110321,48
42,131072,3,2,493778,1.883613586,6
42,294378,3,1,660591,2.244022991,3
42,500000,3,1,1145213,2.290426000,3
43,16384,3,16,156354,0.596443176,48
43,131072,3,2,444525,1.695728302,6
43,294378,3,1,683164,2.320703313,3
43,500000,3,1,1215855,2.431710000,3
44,16384,3,16,273474,1.043220520,48
44,131072,3,2,505750,1.929283142,6
44,294378,3,1,622049,2.113096087,3
44,500000,3,1,1160901,2.321802000,3
45,16384,3,16,149732,0.571182251,48
45,131072,3,2,480523,1.833049774,6
45,294378,3,1,763044,2.592055113,3
45,500000,3,1,1327064,2.654128000,3
46,16384,3,16,157165,0.599536896,48
46,131072,3,2,392287,1.496456146,6
46,294378,3,1,630896,2.143149284,3
46,500000,3,1,1234340,2.468680000,3
47,16384,3,16,153909,0.587116241,48
47,131072,3,2,487596,1.860031128,6
47,294378,3,1,669929,2.275744111,3
47,500000,3,1,1177563,2.355126000,3
48,16384,3,16,134413,0.512744904,48
48,131072,3,2,397256,1.515411377,6
48,294378,3,1,661262,2.246302373,3
48,500000,3,1,1162174,2.324348000,3
49,16384,3,16,191259,0.729595184,48
49,131072,3,2,419609,1.600681305,6
49,294378,3,1,615126,2.089578705,3
49,500000,3,1,1242234,2.484468000,3
50,16384,3,16,233730,0.891609192,48
50,131072,3,2,750982,2.864768982,6
50,294378,3,1,728559,2.474909810,3
50,500000,3,1,1330971,2.661942000,3
51,16384,3,16,249559,0.951992035,48
51,131072,3,2,656894,2.505851746,6
51,294378,3,1,752835,2.557375211,3
51,500000,3,1,1343355,2.686710000,3
52,16384,3,16,219663,0.837947845,48
52,131072,3,2,537680,2.051086426,6
52,294378,3,1,787871,2.676392258,3
52,500000,3,1,1300884,2.601768000,3
53,16384,3,16,143690,0.548133850,48
53,131072,3,2,485312,1.851318359,6
53,294378,3,1,821674,2.791220811,3
53,500000,3,1,1157275,2.314550000,3
54,16384,3,16,146275,0.557994843,48
54,131072,3,2,636156,2.426742554,6
54,294378,3,1,709263,2.409361433,3
54,500000,3,1,1193022,2.386044000,3
55,16384,3,16,162305,0.619144440,48
55,131072,3,2,432212,1.648757935,6
55,294378,3,1,663778,2.254849207,3
55,500000,3,1,1272912,2.545824000,3
56,16384,3,16,161664,0.616699219,48
56,131072,3,2,453372,1.729476929,6
56,294378,3,1,641846,2.180346357,3
56,500000,3,1,1209543,2.419086000,3
57,16384,3,16,171402,0.653846741,48
57,131072,3,2,447020,1.705245972,6
57,294378,3,1,660121,2.242426404,3
57,500000,3,1,1157235,2.314470000,3
58,16384,3,16,153699,0.586315155,48
58,131072,3,2,425870,1.624565125,6
58,294378,3,1,656674,2.230716969,3
58,500000,3,1,1237917,2.475834000,3
59,16384,3,16,150453,0.573932648,48
59,131072,3,2,557427,2.126415253,6
59,294378,3,1,681921,2.316480851,3
59,500000,3,1,1157626,2.315252000,3
60,16384,3,16,145393,0.554630280,48
60,131072,3,2,452691,1.726879120,6
60,294378,3,1,609916,2.071880371,3
60,500000,3,1,1362721,2.725442000,3
61,16384,3,16,247475,0.944042206,48
61,131072,3,2,572666,2.184547424,6
61,294378,3,1,662936,2.251988939,3
61,500000,3,1,1296838,2.593676000,3
62,16384,3,16,147958,0.564414978,48
62,131072,3,2,433083,1.652080536,6
62,294378,3,1,652206,2.215539205,3
62,500000,3,1,1203271,2.406542000,3
63,16384,3,16,218691,0.834239960,48
63,131072,3,2,456839,1.742702484,6
63,294378,3,1,641655,2.179697532,3
63,500000,3,1,1235772,2.471544000,3
64,16384,3,16,1185528,4.522430420,48
64,131072,3,2,589348,2.248184204,6
64,294378,3,1,756452,2.569662135,3
64,500000,3,1,1200526,2.401052000,3
65,16384,3,16,221396,0.844558716,48
65,131072,3,2,579238,2.209617615,6
65,294378,3,1,646725,2.196920286,3
65,500000,3,1,1237426,2.474852000,3
66,16384,3,16,142728,0.544464111,48
66,131072,3,2,412916,1.575149536,6
66,294378,3,1,618392,2.100673284,3
66,500000,3,1,1150733,2.301466000,3
67,16384,3,16,156344,0.596405029,48
67,131072,3,2,421392,1.607482910,6
67,294378,3,1,616999,2.095941273,3
67,500000,3,1,1241423,2.482846000,3
68,16384,3,16,149682,0.570991516,48
68,131072,3,2,415201,1.583866119,6
68,294378,3,1,632489,2.148560694,3
68,500000,3,1,1123571,2.247142000,3
69,16384,3,16,148218,0.565406799,48
69,131072,3,2,426051,1.625255585,6
69,294378,3,1,729460,2.477970501,3
69,500000,3,1,1283132,2.566264000,3
70,16384,3,16,157065,0.599155426,48
70,131072,3,2,344328,1.313507080,6
70,294378,3,1,609595,2.070789937,3
70,500000,3,1,1188864,2.377728000,3
71,16384,3,16,154170,0.588111877,48
71,131072,3,2,435388,1.660873413,6
71,294378,3,1,757453,2.573062525,3
71,500000,3,1,1263234,2.526468000,3
72,16384,3,16,141105,0.538272858,48
72,131072,3,2,455416,1.737274170,6
72,294378,3,1,673266,2.287079877,3
72,500000,3,1,1412815,2.825630000,3
73,16384,3,16,247275,0.943279266,48
73,131072,3,2,2177261,8.305591583,6
73,294378,3,1,803470,2.729381951,3
73,500000,3,1,1153207,2.306414000,3
74,16384,3,16,132359,0.504909515,48
74,131072,3,2,349747,1.334178925,6
74,294378,3,1,589978,2.004151125,3
74,500000,3,1,1525186,3.050372000,3
75,16384,3,16,277542,1.058738708,48
75,131072,3,2,509778,1.944648743,6
75,294378,3,1,745731,2.533242973,3
75,500000,3,1,1346159,2.692318000,3
76,16384,3,16,332405,1.268024445,48
76,131072,3,2,627009,2.391849518,6
76,294378,3,1,902967,3.067372562,3
76,500000,3,1,1407055,2.814110000,3
77,16384,3,16,234861,0.895923615,48
77,131072,3,2,535256,2.041839600,6
77,294378,3,1,790686,2.685954793,3
77,500000,3,1,2143629,4.287258000,3
78,16384,3,16,403518,1.539299011,48
78,131072,3,2,831413,3.171588898,6
78,294378,3,1,735031,2.496895148,3
78,500000,3,1,1380875,2.761750000,3
79,16384,3,16,327446,1.249107361,48
79,131072,3,2,567356,2.164291382,6
79,294378,3,1,936891,3.182612152,3
79,500000,3,1,1408768,2.817536000,3
80,16384,3,16,328988,1.254989624,48
80,131072,3,2,541067,2.064006805,6
80,294378,3,1,810183,2.752185965,3
80,500000,3,1,1737926,3.475852000,3
81,16384,3,16,212319,0.809932709,48
81,131072,3,2,600810,2.291908264,6
81,294378,3,1,783713,2.662267561,3
81,500000,3,1,1478168,2.956336000,3
82,16384,3,16,346501,1.321796417,48
82,131072,3,2,598535,2.283229828,6
82,294378,3,1,793732,2.696302033,3
82,500000,3,1,1440638,2.881276000,3
83,16384,3,16,232537,0.887058258,48
83,131072,3,2,648298,2.473060608,6
83,294378,3,1,814540,2.766986663,3
83,500000,3,1,1360076,2.720152000,3
84,16384,3,16,259948,0.991622925,48
84,131072,3,2,621638,2.371360779,6
84,294378,3,1,703933,2.391255461,3
84,500000,3,1,1155882,2.311764000,3
85,16384,3,16,140925,0.537586212,48
85,131072,3,2,582855,2.223415375,6
85,294378,3,1,993768,3.375822922,3
85,500000,3,1,1682452,3.364904000,3
86,16384,3,16,265188,1.011611938,48
86,131072,3,2,591442,2.256172180,6
86,294378,3,1,795805,2.703344000,3
86,500000,3,1,1434796,2.869592000,3
87,16384,3,16,345940,1.319656372,48
87,131072,3,2,762483,2.908641815,6
87,294378,3,1,790145,2.684117020,3
87,500000,3,1,1618732,3.237464000,3
88,16384,3,16,246824,0.941558838,48
88,131072,3,2,438855,1.674098969,6
88,294378,3,1,982847,3.338724361,3
88,500000,3,1,1802397,3.604794000,3
89,16384,3,16,251843,0.960704803,48
89,131072,3,2,616268,2.350875854,6
89,294378,3,1,783393,2.661180523,3
89,500000,3,1,1306405,2.612810000,3
90,16384,3,16,241284,0.920425415,48
90,131072,3,2,535246,2.041801453,6
90,294378,3,1,788672,2.679113249,3
90,500000,3,1,1462849,2.925698000,3
91,16384,3,16,150803,0.575267792,48
91,131072,3,2,420781,1.605152130,6
91,294378,3,1,640394,2.175413924,3
91,500000,3,1,1702810,3.405620000,3
92,16384,3,16,351601,1.341251373,48
92,131072,3,2,779966,2.975334167,6
92,294378,3,1,771399,2.620436989,3
92,500000,3,1,1156012,2.312024000,3
93,16384,3,16,125977,0.480564117,48
93,131072,3,2,333306,1.271461487,6
93,294378,3,1,801847,2.723868631,3
93,500000,3,1,1425178,2.850356000,3
94,16384,3,16,242175,0.923824310,48
94,131072,3,2,495732,1.891067505,6
94,294378,3,1,754177,2.561933976,3
94,500000,3,1,1153168,2.306336000,3
95,16384,3,16,148318,0.565788269,48
95,131072,3,2,601580,2.294845581,6
95,294378,3,1,757714,2.573949140,3
95,500000,3,1,1454183,2.908366000,3
96,16384,3,16,159710,0.609245300,48
96,131072,3,2,374924,1.430221558,6
96,294378,3,1,735272,2.497713824,3
96,500000,3,1,1909519,3.819038000,3
97,16384,3,16,374964,1.430374146,48
97,131072,3,2,624073,2.380649567,6
97,294378,3,1,800043,2.717740456,3
97,500000,3,1,1888308,3.776616000,3
98,16384,3,16,473770,1.807289124,48
98,131072,3,2,843976,3.219512939,6
98,294378,3,1,968470,3.289885793,3
98,500000,3,1,1660040,3.320080000,3
99,16384,3,16,221797,0.846088409,48
99,131072,3,2,1027602,3.919990540,6
99,294378,3,1,828407,2.814092765,3
99,500000,3,1,1473249,2.946498000,3
100,16384,3,16,238719,0.910640717,48
100,131072,3,2,594147,2.266490936,6
100,294378,3,1,704845,2.394353518,3
100,500000,3,1,1379192,2.758384000,3
101,16384,3,16,166643,0.635692596,48
101,131072,3,2,468109,1.785694122,6
101,294378,3,1,852823,2.897033746,3
101,500000,3,1,2160731,4.321462000,3
102,16384,3,16,386807,1.475551605,48
102,131072,3,2,678324,2.587600708,6
102,294378,3,1,807287,2.742348273,3
102,500000,3,1,1525517,3.051034000,3
103,16384,3,16,272993,1.041385651,48
103,131072,3,2,618202,2.358253479,6
103,294378,3,1,740111,2.514151873,3
103,500000,3,1,1258425,2.516850000,3
104,16384,3,16,147246,0.561698914,48
104,131072,3,2,371167,1.415889740,6
104,294378,3,1,664279,2.256551101,3
104,500000,3,1,1284504,2.569008000,3
105,16384,3,16,158238,0.603630066,48
105,131072,3,2,627940,2.395401001,6
105,294378,3,1,3987995,13.547191027,3
105,500000,3,1,1875234,3.750468000,3
106,16384,3,16,423826,1.616767883,48
106,131072,3,2,985883,3.760845184,6
106,294378,3,1,1130955,3.841846198,3
106,500000,3,1,1934145,3.868290000,3
107,16384,3,16,302890,1.155433655,48
107,131072,3,2,677854,2.585807800,6
107,294378,3,1,768895,2.611930919,3
107,500000,3,1,1230473,2.460946000,3
108,16384,3,16,288141,1.099170685,48
108,131072,3,2,735883,2.807170868,6
108,294378,3,1,1159639,3.939285544,3
108,500000,3,1,1737115,3.474230000,3
109,16384,3,16,258516,0.986160278,48
109,131072,3,2,641496,2.447113037,6
109,294378,3,1,927563,3.150925001,3
109,500000,3,1,2141856,4.283712000,3
110,16384,3,16,427493,1.630756378,48
110,131072,3,2,697872,2.662170410,6
110,294378,3,1,965385,3.279406070,3
110,500000,3,1,3297316,6.594632000,3
111,16384,3,16,527681,2.012943268,48
111,131072,3,2,1578116,6.020034790,6
111,294378,3,1,1007564,3.422687837,3
111,500000,3,1,1870665,3.741330000,3
112,16384,3,16,420230,1.603050232,48
112,131072,3,2,774335,2.953853607,6
112,294378,3,1,894141,3.037390702,3
112,500000,3,1,1551556,3.103112000,3
113,16384,3,16,357271,1.362880707,48
113,131072,3,2,1795354,6.848731995,6
113,294378,3,1,1048691,3.562395967,3
113,500000,3,1,1861278,3.722556000,3
114,16384,3,16,276389,1.054340363,48
114,131072,3,2,617169,2.354312897,6
114,294378,3,1,1011260,3.435243123,3
114,500000,3,1,1475924,2.951848000,3
115,16384,3,16,387388,1.477767944,48
115,131072,3,2,674878,2.574455261,6
115,294378,3,1,929237,3.156611567,3
115,500000,3,1,1494218,2.988436000,3
116,16384,3,16,275417,1.050632477,48
116,131072,3,2,679597,2.592456818,6
116,294378,3,1,841272,2.857795080,3
116,500000,3,1,1451237,2.902474000,3
117,16384,3,16,378351,1.443294525,48
117,131072,3,2,833717,3.180377960,6
117,294378,3,1,859896,2.921060677,3
117,500000,3,1,1888358,3.776716000,3
118,16384,3,16,294433,1.123172760,48
118,131072,3,2,650312,2.480743408,6
118,294378,3,1,946579,3.215522220,3
118,500000,3,1,1499909,2.999818000,3
119,16384,3,16,388050,1.480293274,48
119,131072,3,2,697240,2.659759521,6
119,294378,3,1,1052257,3.574509644,3
119,500000,3,1,1585149,3.170298000,3
120,16384,3,16,302599,1.154323578,48
120,131072,3,2,607121,2.315982819,6
120,294378,3,1,1161794,3.946606064,3
120,500000,3,1,1866167,3.732334000,3
121,16384,3,16,428745,1.635532379,48
121,131072,3,2,670921,2.559360504,6
121,294378,3,1,953412,3.238733873,3
121,500000,3,1,1595879,3.191758000,3
122,16384,3,16,412055,1.571865082,48
122,131072,3,2,820462,3.129814148,6
122,294378,3,1,1301596,4.421512477,3
122,500000,3,1,2324349,4.648698000,3
123,16384,3,16,435559,1.661525726,48
123,131072,3,2,989409,3.774295807,6
123,294378,3,1,1202059,4.083385987,3
123,500000,3,1,2062045,4.124090000,3
124,16384,3,16,426942,1.628654480,48
124,131072,3,2,855759,3.264461517,6
124,294378,3,1,927122,3.149426927,3
124,500000,3,1,1826292,3.652584000,3
125,16384,3,16,255541,0.974811554,48
125,131072,3,2,583126,2.224449158,6
125,294378,3,1,963911,3.274398902,3
125,500000,3,1,1424046,2.848092000,3
126,16384,3,16,253146,0.965675354,48
126,131072,3,2,682643,2.604076385,6
126,294378,3,1,800905,2.720668664,3
126,500000,3,1,1524885,3.049770000,3
127,16384,3,16,336022,1.281822205,48
127,131072,3,2,853134,3.254447937,6
127,294378,3,1,1176060,3.995067566,3
127,500000,3,1,1489229,2.978458000,3
128,16384,3,16,337494,1.287437439,48
128,131072,3,2,678806,2.589439392,6
128,294378,3,1,1017122,3.455156296,3
128,500000,3,1,1512352,3.024704000,3
129,16384,3,16,254308,0.970108032,48
129,131072,3,2,592072,2.258575439,6
129,294378,3,1,892908,3.033202209,3
129,500000,3,1,1746512,3.493024000,3
130,16384,3,16,371849,1.418491364,48
130,131072,3,2,679186,2.590888977,6
130,294378,3,1,894662,3.039160535,3
130,500000,3,1,1674026,3.348052000,3
131,16384,3,16,264537,1.009128571,48
131,131072,3,2,671972,2.563369751,6
131,294378,3,1,1331894,4.524434571,3
131,500000,3,1,1891565,3.783130000,3
132,16384,3,16,391585,1.493778229,48
132,131072,3,2,839528,3.202545166,6
132,294378,3,1,619314,2.103805312,3
132,500000,3,1,1423545,2.847090000,3
133,16384,3,16,261141,0.996173859,48
133,131072,3,2,602432,2.298095703,6
133,294378,3,1,700476,2.379512056,3
133,500000,3,1,1318999,2.637998000,3
134,16384,3,16,180739,0.689464569,48
134,131072,3,2,521159,1.988063812,6
134,294378,3,1,775427,2.634120077,3
134,500000,3,1,1207329,2.414658000,3
135,16384,3,16,150193,0.572940826,48
135,131072,3,2,480974,1.834770203,6
135,294378,3,1,687963,2.337005483,3
135,500000,3,1,1220524,2.441048000,3
136,16384,3,16,153128,0.584136963,48
136,131072,3,2,572205,2.182788849,6
136,294378,3,1,658157,2.235754710,3
136,500000,3,1,1190698,2.381396000,3
137,16384,3,16,146705,0.559635162,48
137,131072,3,2,405883,1.548320770,6
137,294378,3,1,1026078,3.485579765,3
137,500000,3,1,1260900,2.521800000,3
138,16384,3,16,162706,0.620674133,48
138,131072,3,2,369955,1.411266327,6
138,294378,3,1,661914,2.248517213,3
138,500000,3,1,1291998,2.583996000,3
139,16384,3,16,290395,1.107769012,48
139,131072,3,2,814461,3.106922150,6
139,294378,3,1,1070372,3.636046172,3
139,500000,3,1,1759096,3.518192000,3
140,16384,3,16,400623,1.528255463,48
140,131072,3,2,888059,3.387676239,6
140,294378,3,1,969071,3.291927386,3
140,500000,3,1,1779234,3.558468000,3
141,16384,3,16,246463,0.940181732,48
141,131072,3,2,554321,2.114566803,6
141,294378,3,1,811144,2.755450475,3
141,500000,3,1,1644480,3.288960000,3
142,16384,3,16,167214,0.637870789,48
142,131072,3,2,479842,1.830451965,6
142,294378,3,1,744890,2.530386102,3
142,500000,3,1,1407666,2.815332000,3
143,16384,3,16,249469,0.951648712,48
143,131072,3,2,415671,1.585659027,6
143,294378,3,1,659410,2.240011142,3
143,500000,3,1,1390663,2.781326000,3
144,16384,3,16,380335,1.450862885,48
144,131072,3,2,600047,2.288997650,6
144,294378,3,1,1050985,3.570188669,3
144,500000,3,1,1398208,2.796416000,3
145,16384,3,16,244770,0.933723450,48
145,131072,3,2,587474,2.241035461,6
145,294378,3,1,811826,2.757767224,3
145,500000,3,1,1431630,2.863260000,3
146,16384,3,16,266491,1.016582489,48
146,131072,3,2,533883,2.036602020,6
146,294378,3,1,657566,2.233747087,3
146,500000,3,1,1230452,2.460904000,3
147,16384,3,16,265489,1.012760162,48
147,131072,3,2,470985,1.796665192,6
147,294378,3,1,825362,2.803748921,3
147,500000,3,1,1397737,2.795474000,3
148,16384,3,16,189296,0.722106934,48
148,131072,3,2,426191,1.625789642,6
148,294378,3,1,691499,2.349017250,3
148,500000,3,1,1232908,2.465816000,3
149,16384,3,16,259267,0.989025116,48
149,131072,3,2,604215,2.304897308,6
149,294378,3,1,764256,2.596172268,3
149,500000,3,1,1335650,2.671300000,3
150,16384,3,16,166322,0.634468079,48
150,131072,3,2,398168,1.518890381,6
150,294378,3,1,739549,2.512242763,3
150,500000,3,1,1097001,2.194002000,3
151,16384,3,16,251202,0.958259583,48
151,131072,3,2,559150,2.132987976,6
151,294378,3,1,605788,2.057857584,3
151,500000,3,1,1090981,2.181962000,3
152,16384,3,16,163156,0.622390747,48
152,131072,3,2,354997,1.354206085,6
152,294378,3,1,570191,1.936934825,3
152,500000,3,1,1045826,2.091652000,3
153,16384,3,16,268164,1.022964478,48
153,131072,3,2,726606,2.771781921,6
153,294378,3,1,859425,2.919460693,3
153,500000,3,1,1311515,2.623030000,3
154,16384,3,16,255701,0.975421906,48
154,131072,3,2,463872,1.769531250,6
154,294378,3,1,633500,2.151995054,3
154,500000,3,1,1608733,3.217466000,3
155,16384,3,16,389753,1.486789703,48
155,131072,3,2,789834,3.012977600,6
155,294378,3,1,1097522,3.728274531,3
155,500000,3,1,1339918,2.679836000,3
156,16384,3,16,248337,0.947330475,48
156,131072,3,2,558410,2.130165100,6
156,294378,3,1,936900,3.182642725,3
156,500000,3,1,1759136,3.518272000,3
157,16384,3,16,356320,1.359252930,48
157,131072,3,2,521961,1.991123199,6
157,294378,3,1,767031,2.605598924,3
157,500000,3,1,1070031,2.140062000,3
158,16384,3,16,263415,1.004848480,48
158,131072,3,2,568679,2.169338226,6
158,294378,3,1,696008,2.364334291,3
158,500000,3,1,1204213,2.408426000,3
159,16384,3,16,263886,1.006645203,48
159,131072,3,2,519646,1.982292175,6
159,294378,3,1,606871,2.061536528,3
159,500000,3,1,1200526,2.401052000,3
160,16384,3,16,260309,0.993000031,48
160,131072,3,2,597022,2.277458191,6
160,294378,3,1,750000,2.547744736,3
160,500000,3,1,1237095,2.474190000,3
161,16384,3,16,274135,1.045742035,48
161,131072,3,2,571314,2.179389954,6
161,294378,3,1,678094,2.303480559,3
161,500000,3,1,1415510,2.831020000,3
162,16384,3,16,433505,1.653690338,48
162,131072,3,2,570452,2.176101685,6
162,294378,3,1,669769,2.275200592,3
162,500000,3,1,1214312,2.428624000,3
163,16384,3,16,242706,0.925849915,48
163,131072,3,2,410401,1.565555573,6
163,294378,3,1,679597,2.308586239,3
163,500000,3,1,1440427,2.880854000,3
164,16384,3,16,399180,1.522750854,48
164,131072,3,2,544463,2.076961517,6
164,294378,3,1,725384,2.464124357,3
164,500000,3,1,1175620,2.351240000,3
165,16384,3,16,422935,1.613368988,48
165,131072,3,2,800184,3.052459717,6
165,294378,3,1,751072,2.551386313,3
165,500000,3,1,1183895,2.367790000,3
166,16384,3,16,250280,0.954742432,48
166,131072,3,2,401445,1.531391144,6
166,294378,3,1,569650,1.935097052,3
166,500000,3,1,1313809,2.627618000,3
167,16384,3,16,372741,1.421894073,48
167,131072,3,2,537250,2.049446106,6
167,294378,3,1,818098,2.779073164,3
167,500000,3,1,1163587,2.327174000,3
168,16384,3,16,308590,1.177177429,48
168,131072,3,2,371358,1.416618347,6
168,294378,3,1,482156,1.637880548,3
168,500000,3,1,1212078,2.424156000,3
169,16384,3,16,270277,1.031024933,48
169,131072,3,2,486795,1.856975555,6
169,294378,3,1,563208,1.913213623,3
169,500000,3,1,988748,1.977496000,3
170,16384,3,16,216938,0.827552795,48
170,131072,3,2,334689,1.276737213,6
170,294378,3,1,587494,1.995712995,3
170,500000,3,1,1017192,2.034384000,3
171,16384,3,16,181351,0.691799164,48
171,131072,3,2,442202,1.686866760,6
171,294378,3,1,668587,2.271185347,3
