rep,n,threads,batch,wall_ns,ns_per_node,checks
171,500000,3,1,989831,1.979662000,3
172,16384,3,16,155452,0.593002319,48
172,131072,3,2,372079,1.419368744,6
172,294378,3,1,562728,1.911583067,3
172,500000,3,1,1243157,2.486314000,3
173,16384,3,16,2638338,10.064460754,48
173,131072,3,2,1522852,5.809219360,6
173,294378,3,1,1044714,3.548886126,3
173,500000,3,1,1525346,3.050692000,3
174,16384,3,16,477557,1.821735382,48
174,131072,3,2,1372299,5.234905243,6
174,294378,3,1,978770,3.324874821,3
174,500000,3,1,1573527,3.147054000,3
175,16384,3,16,275868,1.052352905,48
175,131072,3,2,520908,1.987106323,6
175,294378,3,1,2407775,8.179194777,3
175,500000,3,1,1454473,2.908946000,3
176,16384,3,16,263255,1.004238129,48
176,131072,3,2,562157,2.144458771,6
176,294378,3,1,1015038,3.448076962,3
176,500000,3,1,1831061,3.662122000,3
177,16384,3,16,323849,1.235385895,48
177,131072,3,2,570332,2.175643921,6
177,294378,3,1,825873,2.805484785,3
177,500000,3,1,982917,1.965834000,3
178,16384,3,16,149311,0.569576263,48
178,131072,3,2,403429,1.538959503,6
178,294378,3,1,749048,2.544510799,3
178,500000,3,1,1323728,2.647456000,3
179,16384,3,16,279565,1.066455841,48
179,131072,3,2,543692,2.074020386,6
179,294378,3,1,532261,1.808086881,3
179,500000,3,1,1073217,2.146434000,3
180,16384,3,16,255430,0.974388123,48
180,131072,3,2,563038,2.147819519,6
180,294378,3,1,724632,2.461569818,3
180,500000,3,1,1285486,2.570972000,3
181,16384,3,16,295736,1.128143311,48
181,131072,3,2,645533,2.462512970,6
181,294378,3,1,748096,2.541276862,3
181,500000,3,1,1164228,2.328456000,3
182,16384,3,16,280697,1.070774078,48
182,131072,3,2,576834,2.200447083,6
182,294378,3,1,699665,2.376757095,3
182,500000,3,1,988117,1.976234000,3
183,16384,3,16,162886,0.621360779,48
183,131072,3,2,326073,1.243869781,6
183,294378,3,1,495081,1.681786682,3
183,500000,3,1,972217,1.944434000,3
184,16384,3,16,261982,0.999382019,48
184,131072,3,2,387959,1.479946136,6
184,294378,3,1,562467,1.910696452,3
184,500000,3,1,978429,1.956858000,3
185,16384,3,16,154160,0.588073730,48
185,131072,3,2,328126,1.251701355,6
185,294378,3,1,507413,1.723678400,3
185,500000,3,1,951709,1.903418000,3
186,16384,3,16,150863,0.575496674,48
186,131072,3,2,359927,1.373012543,6
186,294378,3,1,567246,1.926930681,3
186,500000,3,1,1020778,2.041556000,3
187,16384,3,16,154400,0.588989258,48
187,131072,3,2,336563,1.283885956,6
187,294378,3,1,581122,1.974067356,3
187,500000,3,1,927613,1.855226000,3
188,16384,3,16,160512,0.612304688,48
188,131072,3,2,551537,2.103946686,6
188,294378,3,1,705125,2.395304676,3
188,500000,3,1,1414157,2.828314000,3
189,16384,3,16,275728,1.051818848,48
189,131072,3,2,688173,2.625171661,6
189,294378,3,1,607291,2.062963265,3
189,500000,3,1,958442,1.916884000,3
190,16384,3,16,261491,0.997509003,48
190,131072,3,2,432242,1.648872375,6
190,294378,3,1,745972,2.534061649,3
190,500000,3,1,1044292,2.088584000,3
191,16384,3,16,274466,1.047004700,48
191,131072,3,2,639692,2.440231323,6
191,294378,3,1,1055704,3.586219079,3
191,500000,3,1,1933043,3.866086000,3
192,16384,3,16,272552,1.039703369,48
192,131072,3,2,635214,2.423149109,6
192,294378,3,1,1136185,3.859612471,3
192,500000,3,1,1962739,3.925478000,3
193,16384,3,16,462850,1.765632629,48
193,131072,3,2,799172,3.048599243,6
193,294378,3,1,750340,2.548899714,3
193,500000,3,1,1221896,2.443792000,3
194,16384,3,16,282701,1.078418732,48
194,131072,3,2,546337,2.084110260,6
194,294378,3,1,669598,2.274619707,3
194,500000,3,1,1355097,2.710194000,3
195,16384,3,16,423777,1.616580963,48
195,131072,3,2,633451,2.416423798,6
195,294378,3,1,865636,2.940559417,3
195,500000,3,1,1519205,3.038410000,3
196,16384,3,16,229161,0.874179840,48
196,131072,3,2,590400,2.252197266,6
196,294378,3,1,876177,2.976367120,3
196,500000,3,1,1406654,2.813308000,3
197,16384,3,16,312687,1.192806244,48
197,131072,3,2,535917,2.044361115,6
197,294378,3,1,679327,2.307669051,3
197,500000,3,1,1202460,2.404920000,3
198,16384,3,16,257634,0.982795715,48
198,131072,3,2,507944,1.937652588,6
198,294378,3,1,635364,2.158327049,3
198,500000,3,1,1462127,2.924254000,3
199,16384,3,16,329409,1.256595612,48
199,131072,3,2,598865,2.284488678,6
199,294378,3,1,864254,2.935864773,3
199,500000,3,1,966076,1.932152000,3
200,16384,3,16,160561,0.612491608,48
200,131072,3,2,351231,1.339839935,6
200,294378,3,1,613513,2.084099355,3
200,500000,3,1,1042269,2.084538000,3
