rep,n,threads,batch,wall_ns,ns_per_node,checks
23,500000,3,1,1846651,3.693302000,3
24,16384,3,16,288021,1.098712921,48
24,131072,3,2,709103,2.705013275,6
24,294378,3,1,963852,3.274198480,3
24,500000,3,1,1659629,3.319258000,3
25,16384,3,16,245010,0.934638977,48
25,131072,3,2,749248,2.858154297,6
25,294378,3,1,926250,3.146464749,3
25,500000,3,1,1433874,2.867748000,3
26,16384,3,16,251472,0.959289551,48
26,131072,3,2,657395,2.507762909,6
26,294378,3,1,892507,3.031840015,3
26,500000,3,1,1416732,2.833464000,3
27,16384,3,16,198564,0.757461548,48
27,131072,3,2,450637,1.719043732,6
27,294378,3,1,661684,2.247735904,3
27,500000,3,1,1676631,3.353262000,3
28,16384,3,16,246874,0.941749573,48
28,131072,3,2,579378,2.210151672,6
28,294378,3,1,1098464,3.731474499,3
28,500000,3,1,1264587,2.529174000,3
29,16384,3,16,273975,1.045131683,48
29,131072,3,2,906203,3.456890106,6
29,294378,3,1,1057697,3.592989286,3
29,500000,3,1,1651113,3.302226000,3
30,16384,3,16,269146,1.026710510,48
30,131072,3,2,577134,2.201591492,6
30,294378,3,1,745391,2.532087996,3
30,500000,3,1,1263895,2.527790000,3
31,16384,3,16,406594,1.551033020,48
31,131072,3,2,1026429,3.915515900,6
31,294378,3,1,879603,2.988005218,3
31,500000,3,1,1448161,2.896322000,3
32,16384,3,16,264828,1.010238647,48
32,131072,3,2,575702,2.196128845,6
32,294378,3,1,883770,3.002160488,3
32,500000,3,1,1376056,2.752112000,3
33,16384,3,16,239270,0.912742615,48
33,131072,3,2,729200,2.781677246,6
33,294378,3,1,676942,2.299567223,3
33,500000,3,1,1269736,2.539472000,3
34,16384,3,16,250220,0.954513550,48
34,131072,3,2,1006331,3.838848114,6
34,294378,3,1,925139,3.142690690,3
34,500000,3,1,1604245,3.208490000,3
35,16384,3,16,290125,1.106739044,48
35,131072,3,2,610938,2.330543518,6
35,294378,3,1,1041547,3.538127849,3
35,500000,3,1,1831041,3.662082000,3
36,16384,3,16,398008,1.518280029,48
36,131072,3,2,933504,3.561035156,6
36,294378,3,1,1086111,3.689511444,3
36,500000,3,1,1792228,3.584456000,3
37,16384,3,16,292740,1.116714478,48
37,131072,3,2,953101,3.635791779,6
37,294378,3,1,938945,3.189589575,3
37,500000,3,1,1488868,2.977736000,3
38,16384,3,16,282751,1.078609467,48
38,131072,3,2,644692,2.459304810,6
38,294378,3,1,910090,3.091569343,3
38,500000,3,1,1696107,3.392214000,3
39,16384,3,16,281389,1.073413849,48
39,131072,3,2,950456,3.625701904,6
39,294378,3,1,850899,2.890497931,3
39,500000,3,1,1285856,2.571712000,3
40,16384,3,16,152687,0.582454681,48
40,131072,3,2,649731,2.478527069,6
40,294378,3,1,767202,2.606179810,3
40,500000,3,1,1528743,3.057486000,3
41,16384,3,16,248166,0.946678162,48
41,131072,3,2,663627,2.531536102,6
41,294378,3,1,1125004,3.821630693,3
41,500000,3,1,2135193,4.270386000,3
42,16384,3,16,363573,1.386920929,48
42,131072,3,2,958221,3.655323029,6
42,294378,3,1,870155,2.955910428,3
42,500000,3,1,1515408,3.030816000,3
43,16384,3,16,399340,1.523361206,48
43,131072,3,2,775767,2.959316254,6
43,294378,3,1,1627439,5.528398861,3
43,500000,3,1,1299812,2.599624000,3
44,16384,3,16,380104,1.449981689,48
44,131072,3,2,690648,2.634613037,6
44,294378,3,1,688223,2.337888701,3
44,500000,3,1,1421290,2.842580000,3
45,16384,3,16,484040,1.846466064,48
45,131072,3,2,906584,3.458343506,6
45,294378,3,1,805413,2.735982308,3
45,500000,3,1,1516821,3.033642000,3
46,16384,3,16,447511,1.707118988,48
46,131072,3,2,623933,2.380115509,6
46,294378,3,1,913466,3.103037591,3
46,500000,3,1,1549912,3.099824000,3
47,16384,3,16,268194,1.023078918,48
47,131072,3,2,1095439,4.178768158,6
47,294378,3,1,1565783,5.318953862,3
47,500000,3,1,2668154,5.336308000,3
48,16384,3,16,367931,1.403545380,48
48,131072,3,2,977807,3.730037689,6
48,294378,3,1,1441830,4.897886391,3
48,500000,3,1,2033782,4.067564000,3
49,16384,3,16,319029,1.216999054,48
49,131072,3,2,541127,2.064235687,6
49,294378,3,1,775167,2.633236859,3
49,500000,3,1,1503926,3.007852000,3
50,16384,3,16,243438,0.928642273,48
50,131072,3,2,670911,2.559322357,6
50,294378,3,1,950667,3.229409127,3
50,500000,3,1,1234510,2.469020000,3
51,16384,3,16,306065,1.167545319,48
51,131072,3,2,670981,2.559589386,6
51,294378,3,1,1318317,4.478313597,3
51,500000,3,1,2098493,4.196986000,3
52,16384,3,16,420140,1.602706909,48
52,131072,3,2,838396,3.198226929,6
52,294378,3,1,1063018,3.611064686,3
52,500000,3,1,1585400,3.170800000,3
53,16384,3,16,293321,1.118930817,48
53,131072,3,2,592563,2.260448456,6
53,294378,3,1,1081021,3.672220750,3
53,500000,3,1,1890533,3.781066000,3
54,16384,3,16,469622,1.791465759,48
54,131072,3,2,638910,2.437248230,6
54,294378,3,1,667013,2.265838480,3
54,500000,3,1,1511911,3.023822000,3
55,16384,3,16,367862,1.403282166,48
55,131072,3,2,502164,1.915603638,6
55,294378,3,1,2870184,9.749994905,3
55,500000,3,1,1479300,2.958600000,3
56,16384,3,16,267302,1.019676208,48
56,131072,3,2,593345,2.263431549,6
56,294378,3,1,752053,2.554718763,3
56,500000,3,1,1320000,2.640000000,3
57,16384,3,16,282120,1.076202393,48
57,131072,3,2,1310112,4.997680664,6
57,294378,3,1,1022411,3.473122992,3
57,500000,3,1,1834768,3.669536000,3
58,16384,3,16,386686,1.475090027,48
58,131072,3,2,1066123,4.066936493,6
58,294378,3,1,925149,3.142724660,3
58,500000,3,1,1750380,3.500760000,3
59,16384,3,16,486785,1.856937408,48
59,131072,3,2,803049,3.063388824,6
59,294378,3,1,869424,2.953427226,3
59,500000,3,1,1968880,3.937760000,3
60,16384,3,16,733088,2.796508789,48
60,131072,3,2,987075,3.765392303,6
60,294378,3,1,962028,3.268002364,3
60,500000,3,1,1311054,2.622108000,3
61,16384,3,16,368803,1.406871796,48
61,131072,3,2,793982,3.028800964,6
61,294378,3,1,1035175,3.516482210,3
61,500000,3,1,1507743,3.015486000,3
62,16384,3,16,434557,1.657703400,48
62,131072,3,2,831232,3.170898438,6
62,294378,3,1,661113,2.245796221,3
62,500000,3,1,1510518,3.021036000,3
63,16384,3,16,444044,1.693893433,48
63,131072,3,2,1011721,3.859409332,6
63,294378,3,1,1083356,3.680152729,3
63,500000,3,1,1629944,3.259888000,3
64,16384,3,16,386907,1.475933075,48
64,131072,3,2,812907,3.100994110,6
64,294378,3,1,1447460,4.917011461,3
64,500000,3,1,1936268,3.872536000,3
65,16384,3,16,392287,1.496456146,48
65,131072,3,2,788651,3.008464813,6
65,294378,3,1,968099,3.288625509,3
65,500000,3,1,1433143,2.866286000,3
66,16384,3,16,432442,1.649635315,48
66,131072,3,2,811374,3.095146179,6
66,294378,3,1,1343204,4.562854561,3
66,500000,3,1,1479420,2.958840000,3
67,16384,3,16,272853,1.040851593,48
67,131072,3,2,456117,1.739948273,6
67,294378,3,1,718631,2.441184464,3
67,500000,3,1,1587904,3.175808000,3
68,16384,3,16,379604,1.448074341,48
68,131072,3,2,789263,3.010799408,6
68,294378,3,1,1177322,3.999354571,3
68,500000,3,1,2348193,4.696386000,3
69,16384,3,16,1802969,6.877780914,48
69,131072,3,2,1078627,4.114635468,6
69,294378,3,1,1366879,4.643278370,3
69,500000,3,1,2240080,4.480160000,3
70,16384,3,16,959003,3.658306122,48
70,131072,3,2,1230613,4.694416046,6
70,294378,3,1,1520117,5.163826781,3
70,500000,3,1,1701658,3.403316000,3
71,16384,3,16,376397,1.435840607,48
71,131072,3,2,750360,2.862396240,6
71,294378,3,1,1345919,4.572077397,3
71,500000,3,1,1497665,2.995330000,3
72,16384,3,16,304883,1.163036346,48
72,131072,3,2,1328637,5.068347931,6
72,294378,3,1,1241944,4.218875052,3
72,500000,3,1,1916091,3.832182000,3
73,16384,3,16,400092,1.526229858,48
73,131072,3,2,942350,3.594779968,6
73,294378,3,1,1188003,4.035637853,3
73,500000,3,1,1953511,3.907022000,3
74,16384,3,16,394221,1.503833771,48
74,131072,3,2,879323,3.354351044,6
74,294378,3,1,1174377,3.989350427,3
74,500000,3,1,1962498,3.924996000,3
75,16384,3,16,351511,1.340908051,48
75,131072,3,2,866198,3.304283142,6
75,294378,3,1,1134482,3.853827392,3
75,500000,3,1,1477716,2.955432000,3
76,16384,3,16,384933,1.468402863,48
76,131072,3,2,788592,3.008239746,6
76,294378,3,1,941550,3.198438742,3
76,500000,3,1,1393779,2.787558000,3
77,16384,3,16,520157,1.984241486,48
77,131072,3,2,434396,1.657089233,6
77,294378,3,1,1240411,4.213667462,3
77,500000,3,1,1899319,3.798638000,3
78,16384,3,16,307899,1.174541473,48
78,131072,3,2,719943,2.746364594,6
78,294378,3,1,1247053,4.236230289,3
78,500000,3,1,2353964,4.707928000,3
79,16384,3,16,247825,0.945377350,48
79,131072,3,2,629363,2.400829315,6
79,294378,3,1,1085139,3.686209567,3
79,500000,3,1,1887787,3.775574000,3
80,16384,3,16,410291,1.565135956,48
80,131072,3,2,846490,3.229103088,6
80,294378,3,1,1913897,6.501494677,3
80,500000,3,1,1997003,3.994006000,3
81,16384,3,16,393108,1.499588013,48
81,131072,3,2,863804,3.295150757,6
81,294378,3,1,1602401,5.443344951,3
81,500000,3,1,1370956,2.741912000,3
82,16384,3,16,268044,1.022506714,48
82,131072,3,2,671101,2.560047150,6
82,294378,3,1,1051737,3.572743208,3
82,500000,3,1,1813288,3.626576000,3
83,16384,3,16,1070161,4.082340240,48
83,131072,3,2,612741,2.337421417,6
83,294378,3,1,841001,2.856874495,3
83,500000,3,1,2893488,5.786976000,3
84,16384,3,16,492776,1.879791260,48
84,131072,3,2,646024,2.464385986,6
84,294378,3,1,1098835,3.732734783,3
84,500000,3,1,1611458,3.222916000,3
85,16384,3,16,300124,1.144882202,48
85,131072,3,2,617400,2.355194092,6
85,294378,3,1,1098735,3.732395084,3
85,500000,3,1,1996692,3.993384000,3
86,16384,3,16,316956,1.209091187,48
86,131072,3,2,2038311,7.775539398,6
86,294378,3,1,4304890,14.623681117,3
86,500000,3,1,1572345,3.144690000,3
87,16384,3,16,733227,2.797039032,48
87,131072,3,2,2978467,11.361949921,6
87,294378,3,1,805163,2.735133060,3
87,500000,3,1,1198382,2.396764000,3
88,16384,3,16,178666,0.681556702,48
88,131072,3,2,595118,2.270195007,6
88,294378,3,1,1043040,3.543199560,3
88,500000,3,1,1686860,3.373720000,3
89,16384,3,16,162866,0.621284485,48
89,131072,3,2,3019865,11.519870758,6
89,294378,3,1,1003767,3.409789454,3
89,500000,3,1,1676460,3.352920000,3
90,16384,3,16,340980,1.300735474,48
90,131072,3,2,770277,2.938373566,6
90,294378,3,1,924568,3.140751007,3
90,500000,3,1,3713960,7.427920000,3
91,16384,3,16,350578,1.337348938,48
91,131072,3,2,1234269,4.708362579,6
91,294378,3,1,1185258,4.026313108,3
91,500000,3,1,1299753,2.599506000,3
92,16384,3,16,296357,1.130512238,48
92,131072,3,2,614215,2.343044281,6
92,294378,3,1,2114814,7.184008316,3
92,500000,3,1,1362780,2.725560000,3
93,16384,3,16,294253,1.122486115,48
93,131072,3,2,705987,2.693126678,6
93,294378,3,1,893870,3.036470117,3
93,500000,3,1,1895522,3.791044000,3
94,16384,3,16,221486,0.844902039,48
94,131072,3,2,537280,2.049560547,6
94,294378,3,1,633029,2.150395070,3
94,500000,3,1,1367519,2.735038000,3
95,16384,3,16,278724,1.063247681,48
95,131072,3,2,818618,3.122779846,6
95,294378,3,1,942401,3.201329583,3
95,500000,3,1,1290285,2.580570000,3
96,16384,3,16,201128,0.767242432,48
96,131072,3,2,415682,1.585700989,6
96,294378,3,1,936770,3.182201116,3
96,500000,3,1,1836511,3.673022000,3
97,16384,3,16,432273,1.648990631,48
97,131072,3,2,738327,2.816493988,6
97,294378,3,1,653128,2.218671232,3
97,500000,3,1,1729901,3.459802000,3
98,16384,3,16,280397,1.069629669,48
98,131072,3,2,704223,2.686397552,6
98,294378,3,1,889963,3.023198065,3
98,500000,3,1,1422182,2.844364000,3
99,16384,3,16,187623,0.715724945,48
99,131072,3,2,399120,1.522521973,6
99,294378,3,1,842192,2.860920313,3
99,500000,3,1,1835349,3.670698000,3
100,16384,3,16,2587763,9.871532440,48
100,131072,3,2,633741,2.417530060,6
100,294378,3,1,794222,2.697966560,3
100,500000,3,1,1722446,3.444892000,3
101,16384,3,16,513545,1.959018707,48
101,131072,3,2,678695,2.589015961,6
101,294378,3,1,1055053,3.584007636,3
101,500000,3,1,1280125,2.560250000,3
102,16384,3,16,438814,1.673942566,48
102,131072,3,2,752353,2.869998932,6
102,294378,3,1,996723,3.385861036,3
102,500000,3,1,1722858,3.445716000,3
103,16384,3,16,447100,1.705551147,48
103,131072,3,2,718610,2.741279602,6
103,294378,3,1,855418,2.905848943,3
103,500000,3,1,1410912,2.821824000,3
104,16384,3,16,379012,1.445816040,48
104,131072,3,2,896154,3.418556213,6
104,294378,3,1,941029,3.196668909,3
104,500000,3,1,1308408,2.616816000,3
105,16384,3,16,458992,1.750915527,48
105,131072,3,2,839638,3.202964783,6
105,294378,3,1,964192,3.275353457,3
105,500000,3,1,1359926,2.719852000,3
106,16384,3,16,293892,1.121109009,48
106,131072,3,2,928505,3.541965485,6
106,294378,3,1,936480,3.181215988,3
106,500000,3,1,1365356,2.730712000,3
107,16384,3,16,288082,1.098945618,48
107,131072,3,2,607392,2.317016602,6
107,294378,3,1,789915,2.683335711,3
107,500000,3,1,1292589,2.585178000,3
108,16384,3,16,274025,1.045322418,48
108,131072,3,2,611820,2.333908081,6
108,294378,3,1,784804,2.665973680,3
108,500000,3,1,1440327,2.880654000,3
109,16384,3,16,342273,1.305667877,48
109,131072,3,2,510319,1.946712494,6
109,294378,3,1,677273,2.300691628,3
109,500000,3,1,1749217,3.498434000,3
110,16384,3,16,419278,1.599418640,48
110,131072,3,2,883209,3.369174957,6
110,294378,3,1,1169037,3.971210484,3
110,500000,3,1,1449063,2.898126000,3
111,16384,3,16,286178,1.091682434,48
111,131072,3,2,577886,2.204460144,6
111,294378,3,1,965194,3.278757244,3
111,500000,3,1,1660771,3.321542000,3
112,16384,3,16,447061,1.705402374,48
112,131072,3,2,717127,2.735622406,6
112,294378,3,1,775448,2.634191414,3
112,500000,3,1,1182181,2.364362000,3
113,16384,3,16,774896,2.955993652,48
113,131072,3,2,622860,2.376022339,6
113,294378,3,1,771600,2.621119785,3
113,500000,3,1,1251883,2.503766000,3
114,16384,3,16,267542,1.020591736,48
114,131072,3,2,532400,2.030944824,6
114,294378,3,1,772852,2.625372820,3
114,500000,3,1,1630705,3.261410000,3
115,16384,3,16,326303,1.244747162,48
115,131072,3,2,597272,2.278411865,6
115,294378,3,1,1052057,3.573830245,3
115,500000,3,1,1223819,2.447638000,3
116,16384,3,16,179216,0.683654785,48
116,131072,3,2,555484,2.119003296,6
116,294378,3,1,711517,2.417018255,3
116,500000,3,1,1281148,2.562296000,3
117,16384,3,16,321123,1.224987030,48
117,131072,3,2,762923,2.910320282,6
117,294378,3,1,569089,1.933191339,3
117,500000,3,1,1282841,2.565682000,3
118,16384,3,16,454624,1.734252930,48
118,131072,3,2,789363,3.011180878,6
118,294378,3,1,712148,2.419161758,3
118,500000,3,1,1696969,3.393938000,3
119,16384,3,16,356219,1.358867645,48
119,131072,3,2,553590,2.111778259,6
119,294378,3,1,819380,2.783428109,3
119,500000,3,1,1275166,2.550332000,3
120,16384,3,16,281449,1.073642731,48
120,131072,3,2,500951,1.910976410,6
120,294378,3,1,716446,2.433762034,3
120,500000,3,1,1058429,2.116858000,3
121,16384,3,16,298161,1.137393951,48
121,131072,3,2,676341,2.580036163,6
121,294378,3,1,872930,2.965337084,3
121,500000,3,1,1182111,2.364222000,3
122,16384,3,16,299873,1.143924713,48
122,131072,3,2,595739,2.272563934,6
122,294378,3,1,773884,2.628878517,3
122,500000,3,1,1183173,2.366346000,3
123,16384,3,16,436650,1.665687561,48
123,131072,3,2,604126,2.304557800,6
123,294378,3,1,670400,2.277344095,3
123,500000,3,1,1091050,2.182100000,3
124,16384,3,16,332355,1.267833710,48
124,131072,3,2,398509,1.520191193,6
124,294378,3,1,563138,1.912975834,3
124,500000,3,1,1001081,2.002162000,3
125,16384,3,16,1241503,4.735958099,48
125,131072,3,2,671442,2.561347961,6
125,294378,3,1,1046136,3.553716650,3
125,500000,3,1,1325981,2.651962000,3
126,16384,3,16,178756,0.681900024,48
126,131072,3,2,362812,1.384017944,6
126,294378,3,1,754127,2.561764126,3
126,500000,3,1,1655731,3.311462000,3
127,16384,3,16,297930,1.136512756,48
127,131072,3,2,766110,2.922477722,6
127,294378,3,1,797108,2.707770282,3
127,500000,3,1,1280827,2.561654000,3
128,16384,3,16,428435,1.634349823,48
128,131072,3,2,786979,3.002086639,6
128,294378,3,1,738368,2.508230914,3
128,500000,3,1,1568097,3.136194000,3
129,16384,3,16,454294,1.732994080,48
129,131072,3,2,534975,2.040767670,6
129,294378,3,1,805834,2.737412443,3
129,500000,3,1,1696698,3.393396000,3
130,16384,3,16,332365,1.267871857,48
130,131072,3,2,682723,2.604381561,6
130,294378,3,1,735311,2.497846306,3
130,500000,3,1,1204664,2.409328000,3
131,16384,3,16,292509,1.115833282,48
131,131072,3,2,602712,2.299163818,6
131,294378,3,1,702480,2.386319630,3
131,500000,3,1,1189696,2.379392000,3
132,16384,3,16,293802,1.120765686,48
132,131072,3,2,732146,2.792915344,6
132,294378,3,1,641967,2.180757394,3
132,500000,3,1,1046196,2.092392000,3
133,16384,3,16,169458,0.646430969,48
133,131072,3,2,577215,2.201900482,6
133,294378,3,1,782941,2.659645082,3
133,500000,3,1,1384011,2.768022000,3
134,16384,3,16,348645,1.329975128,48
134,131072,3,2,430288,1.641418457,6
134,294378,3,1,720433,2.447305845,3
134,500000,3,1,1281058,2.562116000,3
135,16384,3,16,302508,1.153976440,48
135,131072,3,2,569270,2.171592712,6
135,294378,3,1,732156,2.487128794,3
135,500000,3,1,1267562,2.535124000,3
136,16384,3,16,294243,1.122447968,48
136,131072,3,2,749949,2.860828400,6
136,294378,3,1,1614675,5.485039643,3
136,500000,3,1,1355498,2.710996000,3
137,16384,3,16,280137,1.068637848,48
137,131072,3,2,623211,2.377361298,6
137,294378,3,1,777361,2.640689861,3
137,500000,3,1,1393198,2.786396000,3
138,16384,3,16,344317,1.313465118,48
138,131072,3,2,867220,3.308181763,6
138,294378,3,1,653479,2.219863577,3
138,500000,3,1,1608422,3.216844000,3
139,16384,3,16,456177,1.740177155,48
139,131072,3,2,659950,2.517509460,6
139,294378,3,1,617941,2.099141240,3
139,500000,3,1,1102642,2.205284000,3
140,16384,3,16,188945,0.720767975,48
140,131072,3,2,429797,1.639545441,6
140,294378,3,1,833537,2.831519339,3
140,500000,3,1,1043882,2.087764000,3
141,16384,3,16,340961,1.300662994,48
141,131072,3,2,632258,2.411872864,6
141,294378,3,1,788171,2.677411355,3
141,500000,3,1,1296486,2.592972000,3
142,16384,3,16,347433,1.325351715,48
142,131072,3,2,606379,2.313152313,6
142,294378,3,1,734981,2.496725299,3
142,500000,3,1,1073146,2.146292000,3
143,16384,3,16,193143,0.736782074,48
143,131072,3,2,679367,2.591579437,6
143,294378,3,1,608734,2.067865126,3
143,500000,3,1,1032761,2.065522000,3
144,16384,3,16,186130,0.710029602,48
144,131072,3,2,531038,2.025749207,6
144,294378,3,1,767462,2.607063028,3
144,500000,3,1,1368271,2.736542000,3
145,16384,3,16,424708,1.620132446,48
145,131072,3,2,2953440,11.266479492,6
145,294378,3,1,800905,2.720668664,3
145,500000,3,1,1298551,2.597102000,3
146,16384,3,16,339407,1.294734955,48
146,131072,3,2,764266,2.915443420,6
146,294378,3,1,708542,2.406912201,3
146,500000,3,1,1294332,2.588664000,3
147,16384,3,16,375275,1.431560516,48
147,131072,3,2,627549,2.393909454,6
147,294378,3,1,756602,2.570171684,3
147,500000,3,1,1258224,2.516448000,3
148,16384,3,16,415430,1.584739685,48
148,131072,3,2,750390,2.862510681,6
148,294378,3,1,836823,2.842681858,3
148,500000,3,1,1675018,3.350036000,3
149,16384,3,16,337595,1.287822723,48
149,131072,3,2,670831,2.559017181,6
149,294378,3,1,663708,2.254611418,3
149,500000,3,1,1171351,2.342702000,3
150,16384,3,16,334168,1.274749756,48
150,131072,3,2,754348,2.877609253,6
150,294378,3,1,959383,3.259017318,3
150,500000,3,1,1016300,2.032600000,3
151,16384,3,16,292870,1.117210388,48
151,131072,3,2,548711,2.093166351,6
151,294378,3,1,644260,2.188546698,3
151,500000,3,1,1193343,2.386686000,3
152,16384,3,16,290867,1.109569550,48
152,131072,3,2,538832,2.055480957,6
152,294378,3,1,688254,2.337994008,3
152,500000,3,1,1247153,2.494306000,3
153,16384,3,16,401234,1.530586243,48
153,131072,3,2,681601,2.600101471,6
153,294378,3,1,1002984,3.407129609,3
153,500000,3,1,1622769,3.245538000,3
154,16384,3,16,434496,1.657470703,48
154,131072,3,2,504328,1.923858643,6
154,294378,3,1,742595,2.522590003,3
154,500000,3,1,1331332,2.662664000,3
155,16384,3,16,792389,3.022724152,48
155,131072,3,2,580380,2.213973999,6
155,294378,3,1,749949,2.547571490,3
155,500000,3,1,1560352,3.120704000,3
156,16384,3,16,342133,1.305133820,48
156,131072,3,2,765339,2.919536591,6
156,294378,3,1,716356,2.433456304,3
156,500000,3,1,1192732,2.385464000,3
157,16384,3,16,430749,1.643177032,48
157,131072,3,2,581914,2.219825745,6
157,294378,3,1,702090,2.384994803,3
157,500000,3,1,2732826,5.465652000,3
158,16384,3,16,328548,1.253311157,48
158,131072,3,2,571293,2.179309845,6
158,294378,3,1,720193,2.446490567,3
158,500000,3,1,1037159,2.074318000,3
159,16384,3,16,166032,0.633361816,48
159,131072,3,2,398128,1.518737793,6
159,294378,3,1,504017,1.712142212,3
159,500000,3,1,1192581,2.385162000,3
160,16384,3,16,275157,1.049640656,48
160,131072,3,2,557287,2.125881195,6
160,294378,3,1,598145,2.031894367,3
160,500000,3,1,1005519,2.011038000,3
161,16384,3,16,170360,0.649871826,48
161,131072,3,2,358704,1.368347168,6
161,294378,3,1,721807,2.451973313,3
161,500000,3,1,1584538,3.169076000,3
162,16384,3,16,411483,1.569683075,48
162,131072,3,2,417154,1.591316223,6
162,294378,3,1,752524,2.556318747,3
162,500000,3,1,1318027,2.636054000,3
163,16384,3,16,298661,1.139301300,48
163,131072,3,2,958100,3.654861450,6
163,294378,3,1,723880,2.459015280,3
163,500000,3,1,1264857,2.529714000,3
164,16384,3,16,276109,1.053272247,48
164,131072,3,2,530447,2.023494720,6
164,294378,3,1,709554,2.410349958,3
164,500000,3,1,995621,1.991242000,3
165,16384,3,16,282581,1.077960968,48
165,131072,3,2,724381,2.763294220,6
165,294378,3,1,889702,3.022311450,3
165,500000,3,1,1325871,2.651742000,3
166,16384,3,16,502555,1.917095184,48
166,131072,3,2,646806,2.467369080,6
166,294378,3,1,609034,2.068884224,3
166,500000,3,1,1283171,2.566342000,3
167,16384,3,16,416163,1.587535858,48
167,131072,3,2,693192,2.644317627,6
167,294378,3,1,948512,3.222088607,3
167,500000,3,1,1458511,2.917022000,3
168,16384,3,16,320933,1.224262238,48
168,131072,3,2,1115206,4.254173279,6
168,294378,3,1,1057226,3.591389302,3
168,500000,3,1,1361579,2.723158000,3
169,16384,3,16,422954,1.613441467,48
169,131072,3,2,812257,3.098514557,6
169,294378,3,1,774666,2.631534965,3
169,500000,3,1,1289333,2.578666000,3
170,16384,3,16,426281,1.626132965,48
170,131072,3,2,767322,2.927101135,6
170,294378,3,1,1316494,4.472120879,3
170,500000,3,1,1966375,3.932750000,3
171,16384,3,16,433334,1.653038025,48
