rep,n,threads,batch,wall_ns,ns_per_node,checks
171,500000,3,1,1163617,2.327234000,3
172,16384,3,16,188664,0.719696045,48
172,131072,3,2,493347,1.881969452,6
172,294378,3,1,746403,2.535525753,3
172,500000,3,1,1296736,2.593472000,3
173,16384,3,16,273143,1.041957855,48
173,131072,3,2,573217,2.186649323,6
173,294378,3,1,842363,2.861501199,3
173,500000,3,1,1364464,2.728928000,3
174,16384,3,16,287450,1.096534729,48
174,131072,3,2,754668,2.878829956,6
174,294378,3,1,1146113,3.893337817,3
174,500000,3,1,1521109,3.042218000,3
175,16384,3,16,291107,1.110485077,48
175,131072,3,2,602703,2.299129486,6
175,294378,3,1,718259,2.439920782,3
175,500000,3,1,1596751,3.193502000,3
176,16384,3,16,416342,1.588218689,48
176,131072,3,2,628321,2.396854401,6
176,294378,3,1,700547,2.379753242,3
176,500000,3,1,997484,1.994968000,3
177,16384,3,16,179096,0.683197021,48
177,131072,3,2,553460,2.111282349,6
177,294378,3,1,698303,2.372130390,3
177,500000,3,1,1263384,2.526768000,3
178,16384,3,16,323839,1.235347748,48
178,131072,3,2,521561,1.989597321,6
178,294378,3,1,684286,2.324514740,3
178,500000,3,1,1193282,2.386564000,3
179,16384,3,16,300484,1.146255493,48
179,131072,3,2,534325,2.038288116,6
179,294378,3,1,1048731,3.562531847,3
179,500000,3,1,1765578,3.531156000,3
180,16384,3,16,1200415,4.579219818,48
180,131072,3,2,489079,1.865688324,6
180,294378,3,1,790436,2.685105545,3
180,500000,3,1,1621036,3.242072000,3
181,16384,3,16,409440,1.561889648,48
181,131072,3,2,820061,3.128284454,6
181,294378,3,1,821273,2.789858617,3
181,500000,3,1,1038873,2.077746000,3
182,16384,3,16,177754,0.678077698,48
182,131072,3,2,454955,1.735515594,6
182,294378,3,1,885314,3.007405445,3
182,500000,3,1,1658918,3.317836000,3
183,16384,3,16,341672,1.303375244,48
183,131072,3,2,588406,2.244590759,6
183,294378,3,1,711777,2.417901474,3
183,500000,3,1,1022802,2.045604000,3
184,16384,3,16,481014,1.834922791,48
184,131072,3,2,835641,3.187717438,6
184,294378,3,1,993978,3.376536290,3
184,500000,3,1,1175129,2.350258000,3
185,16384,3,16,309161,1.179355621,48
185,131072,3,2,464553,1.772129059,6
185,294378,3,1,569810,1.935640571,3
185,500000,3,1,1575671,3.151342000,3
186,16384,3,16,408428,1.558029175,48
186,131072,3,2,801536,3.057617188,6
186,294378,3,1,775678,2.634972722,3
186,500000,3,1,1285857,2.571714000,3
187,16384,3,16,301437,1.149890900,48
187,131072,3,2,558570,2.130775452,6
187,294378,3,1,1010609,3.433031680,3
187,500000,3,1,1662174,3.324348000,3
188,16384,3,16,348996,1.331314087,48
188,131072,3,2,591943,2.258083344,6
188,294378,3,1,612621,2.081069238,3
188,500000,3,1,1860005,3.720010000,3
189,16384,3,16,1118953,4.268466949,48
189,131072,3,2,967999,3.692623138,6
189,294378,3,1,1120716,3.807064387,3
189,500000,3,1,1859725,3.719450000,3
190,16384,3,16,675189,2.575641632,48
190,131072,3,2,981064,3.742462158,6
190,294378,3,1,1157355,3.931526812,3
190,500000,3,1,1496272,2.992544000,3
191,16384,3,16,352703,1.345455170,48
191,131072,3,2,803400,3.064727783,6
191,294378,3,1,929637,3.157970365,3
191,500000,3,1,1290927,2.581854000,3
192,16384,3,16,404811,1.544231415,48
192,131072,3,2,611539,2.332836151,6
192,294378,3,1,701238,2.382100565,3
192,500000,3,1,1306285,2.612570000,3
193,16384,3,16,442692,1.688735962,48
193,131072,3,2,968039,3.692775726,6
193,294378,3,1,777601,2.641505140,3
193,500000,3,1,1206858,2.413716000,3
194,16384,3,16,299463,1.142360687,48
194,131072,3,2,547068,2.086898804,6
194,294378,3,1,915401,3.109610773,3
194,500000,3,1,1670108,3.340216000,3
195,16384,3,16,384092,1.465194702,48
195,131072,3,2,569881,2.173923492,6
195,294378,3,1,794663,2.699464634,3
195,500000,3,1,1237596,2.475192000,3
196,16384,3,16,296467,1.130931854,48
196,131072,3,2,595349,2.271076202,6
196,294378,3,1,738768,2.509589711,3
196,500000,3,1,1824839,3.649678000,3
197,16384,3,16,297740,1.135787964,48
197,131072,3,2,3593994,13.709999084,6
197,294378,3,1,1041928,3.539422104,3
197,500000,3,1,1768033,3.536066000,3
198,16384,3,16,443684,1.692520142,48
198,131072,3,2,800254,3.052726746,6
198,294378,3,1,4427160,15.039031449,3
198,500000,3,1,1431200,2.862400000,3
199,16384,3,16,413617,1.577823639,48
199,131072,3,2,725654,2.768150330,6
199,294378,3,1,1231514,4.183444415,3
199,500000,3,1,1787189,3.574378000,3
200,16384,3,16,455476,1.737503052,48
200,131072,3,2,846231,3.228115082,6
200,294378,3,1,987967,3.356116965,3
200,500000,3,1,1821583,3.643166000,3
