rep,documents,operation,sample,latency_ns,correct
1,64,exact,1,722368,1
1,64,near,1,751542,1
1,64,miss,1,818639,1
1,64,unicode,1,820763,1
1,64,exact,2,813569,1
1,64,near,2,808089,1
1,64,miss,2,818870,1
1,64,unicode,2,743358,1
1,64,exact,3,725003,1
1,64,near,3,722799,1
1,64,miss,3,722659,1
1,64,unicode,3,744058,1
1,64,exact,4,724672,1
1,64,near,4,722748,1
1,64,miss,4,752544,1
1,64,unicode,4,751683,1
1,64,exact,5,727368,1
1,64,near,5,721918,1
1,64,miss,5,724171,1
1,64,unicode,5,742585,1
1,64,exact,6,744159,1
1,64,near,6,725343,1
1,64,miss,6,724762,1
1,64,unicode,6,743748,1
1,64,exact,7,724241,1
1,64,near,7,725193,1
1,64,miss,7,722799,1
1,64,unicode,7,742445,1
1,64,exact,8,742165,1
1,64,near,8,725043,1
1,64,miss,8,724902,1
1,64,unicode,8,742607,1
1,64,exact,9,723641,1
1,64,near,9,743398,1
1,64,miss,9,732847,1
1,64,unicode,9,739511,1
1,64,exact,10,725874,1
1,64,near,10,729591,1
1,64,miss,10,723239,1
1,64,unicode,10,739810,1
1,64,exact,11,726676,1
1,64,near,11,725133,1
1,64,miss,11,744980,1
1,64,unicode,11,740362,1
1,64,exact,12,726646,1
1,64,near,12,725874,1
1,64,miss,12,721076,1
1,64,unicode,12,762133,1
1,64,exact,13,726075,1
1,64,near,13,726285,1
1,64,miss,13,725483,1
1,64,unicode,13,743507,1
1,64,exact,14,731335,1
1,64,near,14,724903,1
1,64,miss,14,720585,1
1,64,unicode,14,763425,1
1,64,exact,15,724853,1
1,64,near,15,724282,1
1,64,miss,15,724211,1
1,64,unicode,15,742436,1
1,64,exact,16,724542,1
1,64,near,16,745963,1
1,64,miss,16,720364,1
1,64,unicode,16,756632,1
1,64,exact,17,724452,1
1,64,near,17,723951,1
1,64,miss,17,725313,1
1,64,unicode,17,743337,1
1,64,exact,18,726245,1
1,64,near,18,742636,1
1,64,miss,18,725103,1
1,64,unicode,18,743738,1
1,64,exact,19,724402,1
1,64,near,19,722568,1
1,64,miss,19,740061,1
1,64,unicode,19,742516,1
1,64,exact,20,728660,1
1,64,near,20,722449,1
1,64,miss,20,723189,1
1,64,unicode,20,743958,1
1,64,exact,21,722038,1
1,64,near,21,725444,1
1,64,miss,21,724462,1
1,64,unicode,21,759838,1
1,64,exact,22,722277,1
1,64,near,22,725383,1
1,64,miss,22,723690,1
1,64,unicode,22,743888,1
1,64,exact,23,738639,1
1,64,near,23,726355,1
1,64,miss,23,725294,1
1,64,unicode,23,751022,1
1,64,exact,24,722408,1
1,64,near,24,727578,1
1,64,miss,24,725604,1
1,64,unicode,24,742045,1
1,64,exact,25,744219,1
1,64,near,25,725854,1
1,64,miss,25,723420,1
1,64,unicode,25,740392,1
1,64,exact,26,724832,1
1,64,near,26,724372,1
1,64,miss,26,740633,1
1,64,unicode,26,740241,1
1,64,exact,27,724873,1
1,64,near,27,725624,1
1,64,miss,27,720654,1
1,64,unicode,27,742116,1
1,64,exact,28,724492,1
1,64,near,28,724081,1
1,64,miss,28,739550,1
1,64,unicode,28,742306,1
1,64,exact,29,724582,1
1,64,near,29,724872,1
1,64,miss,29,720464,1
1,64,unicode,29,751713,1
1,64,exact,30,724232,1
1,64,near,30,725073,1
1,64,miss,30,720485,1
1,64,unicode,30,747044,1
1,64,exact,31,725414,1
1,64,near,31,723440,1
1,64,miss,31,724652,1
1,64,unicode,31,744099,1
1,64,exact,32,749138,1
1,64,near,32,723811,1
1,64,miss,32,724021,1
1,64,unicode,32,743938,1
1,64,exact,33,725654,1
1,64,near,33,734821,1
1,64,miss,33,722659,1
1,64,unicode,33,743107,1
1,64,exact,34,724102,1
1,64,near,34,722208,1
1,64,miss,34,725123,1
1,64,unicode,34,741644,1
1,64,exact,35,721346,1
1,64,near,35,746754,1
1,64,miss,35,722187,1
1,64,unicode,35,740903,1
1,64,exact,36,721506,1
1,64,near,36,723420,1
1,64,miss,36,722599,1
1,64,unicode,36,750882,1
1,64,exact,37,722147,1
1,64,near,37,725143,1
1,64,miss,37,723430,1
1,64,unicode,37,739791,1
1,64,exact,38,725023,1
1,64,near,38,724993,1
1,64,miss,38,727257,1
1,64,unicode,38,761531,1
1,64,exact,39,726135,1
1,64,near,39,724552,1
1,64,miss,39,722648,1
1,64,unicode,39,739590,1
1,64,exact,40,724572,1
1,64,near,40,733379,1
1,64,miss,40,729481,1
1,64,unicode,40,741124,1
1,64,exact,41,730082,1
1,64,near,41,724963,1
1,64,miss,41,721016,1
1,64,unicode,41,741744,1
1,64,exact,42,723240,1
1,64,near,42,749369,1
1,64,miss,42,719422,1
1,64,unicode,42,741414,1
1,64,exact,43,722899,1
1,64,near,43,723440,1
1,64,miss,43,763826,1
1,64,unicode,43,744259,1
1,64,exact,44,725344,1
1,64,near,44,724862,1
1,64,miss,44,719653,1
1,64,unicode,44,742025,1
1,64,exact,45,723951,1
1,64,near,45,736875,1
1,64,miss,45,745962,1
1,64,unicode,45,743267,1
1,64,exact,46,725674,1
1,64,near,46,721927,1
1,64,miss,46,723330,1
1,64,unicode,46,783253,1
1,64,exact,47,749209,1
1,64,near,47,723350,1
1,64,miss,47,724672,1
1,64,unicode,47,752715,1
1,64,exact,48,724892,1
1,64,near,48,721486,1
1,64,miss,48,725264,1
1,64,unicode,48,763535,1
1,64,exact,49,748718,1
1,64,near,49,722318,1
1,64,miss,49,724141,1
1,64,unicode,49,742125,1
1,64,serialize,0,25938,1
1,64,deserialize,0,401735,1
1,64,insert,0,197641,1
1,64,update,0,196990,1
1,64,delete,0,194616,1
1,64,save,0,11837523,1
1,64,load,0,426091,1
1,64,serialize,1,18405,1
1,64,deserialize,1,412956,1
1,64,insert,1,200747,1
1,64,update,1,210336,1
1,64,delete,1,204375,1
1,64,save,1,10338124,1
1,64,load,1,892548,1
1,64,serialize,2,24065,1
1,64,deserialize,2,388851,1
1,64,insert,2,198984,1
1,64,update,2,212089,1
1,64,delete,2,193774,1
1,64,save,2,10588555,1
1,64,load,2,1257905,1
1,64,serialize,3,27892,1
1,64,deserialize,3,399140,1
1,64,insert,3,213251,1
1,64,update,3,210846,1
1,64,delete,3,204454,1
1,64,save,3,10603242,1
1,64,load,3,1015519,1
1,64,serialize,4,37772,1
1,64,deserialize,4,400162,1
1,64,insert,4,208552,1
1,64,update,4,195728,1
1,64,delete,4,193734,1
1,64,save,4,10566013,1
1,64,load,4,1075712,1
1,8,exact,0,92975,1
1,8,near,0,91732,1
1,8,miss,0,92163,1
1,8,unicode,0,94758,1
1,8,exact,1,92194,1
1,8,near,1,91652,1
1,8,miss,1,95530,1
1,8,unicode,1,93476,1
1,8,exact,2,91822,1
1,8,near,2,91552,1
1,8,miss,2,91692,1
1,8,unicode,2,93356,1
1,8,exact,3,91853,1
1,8,near,3,91582,1
1,8,miss,3,91682,1
1,8,unicode,3,93195,1
1,8,exact,4,91733,1
1,8,near,4,94147,1
1,8,miss,4,91622,1
1,8,unicode,4,93195,1
1,8,exact,5,91772,1
1,8,near,5,91552,1
1,8,miss,5,91722,1
1,8,unicode,5,93286,1
1,8,exact,6,91702,1
1,8,near,6,91562,1
1,8,miss,6,91612,1
1,8,unicode,6,96952,1
1,8,exact,7,91843,1
1,8,near,7,91522,1
1,8,miss,7,91743,1
1,8,unicode,7,93245,1
1,8,exact,8,91713,1
1,8,near,8,91522,1
1,8,miss,8,91642,1
1,8,unicode,8,93255,1
1,8,exact,9,91692,1
1,8,near,9,91603,1
1,8,miss,9,94828,1
1,8,unicode,9,93255,1
1,8,exact,10,91733,1
1,8,near,10,91613,1
1,8,miss,10,91832,1
1,8,unicode,10,93346,1
1,8,exact,11,91802,1
1,8,near,11,91583,1
1,8,miss,11,91722,1
1,8,unicode,11,93325,1
1,8,exact,12,91672,1
1,8,near,12,95390,1
1,8,miss,12,91702,1
1,8,unicode,12,93206,1
1,8,exact,13,91783,1
1,8,near,13,91562,1
1,8,miss,13,91662,1
1,8,unicode,13,93326,1
1,8,exact,14,91702,1
1,8,near,14,91592,1
1,8,miss,14,91873,1
1,8,unicode,14,93897,1
1,8,exact,15,94408,1
1,8,near,15,91432,1
1,8,miss,15,91562,1
1,8,unicode,15,93165,1
1,8,exact,16,91643,1
1,8,near,16,91462,1
1,8,miss,16,104667,1
1,8,unicode,16,113233,1
1,8,exact,17,91842,1
1,8,near,17,91141,1
1,8,miss,17,97543,1
1,8,unicode,17,92835,1
1,8,exact,18,91122,1
1,8,near,18,90841,1
1,8,miss,18,90941,1
1,8,unicode,18,92574,1
1,8,exact,19,90961,1
1,8,near,19,90841,1
1,8,miss,19,90901,1
1,8,unicode,19,92574,1
1,8,exact,20,91041,1
1,8,near,20,94217,1
1,8,miss,20,90910,1
1,8,unicode,20,92443,1
1,8,exact,21,91051,1
1,8,near,21,90911,1
1,8,miss,21,91011,1
1,8,unicode,21,92664,1
1,8,exact,22,90971,1
1,8,near,22,90931,1
1,8,miss,22,90931,1
1,8,unicode,22,93276,1
1,8,exact,23,93956,1
1,8,near,23,90841,1
1,8,miss,23,90991,1
1,8,unicode,23,92484,1
1,8,exact,24,91092,1
1,8,near,24,90901,1
1,8,miss,24,91061,1
1,8,unicode,24,92614,1
1,8,exact,25,90971,1
1,8,near,25,90921,1
1,8,miss,25,93215,1
1,8,unicode,25,92674,1
1,8,exact,26,91142,1
1,8,near,26,90891,1
1,8,miss,26,91001,1
1,8,unicode,26,92664,1
1,8,exact,27,90921,1
1,8,near,27,91021,1
1,8,miss,27,91041,1
1,8,unicode,27,92595,1
1,8,exact,28,91001,1
1,8,near,28,94568,1
1,8,miss,28,90961,1
1,8,unicode,28,92534,1
1,8,exact,29,91162,1
1,8,near,29,90901,1
1,8,miss,29,91021,1
1,8,unicode,29,92694,1
1,8,exact,30,91041,1
1,8,near,30,90910,1
1,8,miss,30,91012,1
1,8,unicode,30,92864,1
1,8,exact,31,93686,1
1,8,near,31,90901,1
1,8,miss,31,90911,1
1,8,unicode,31,92654,1
1,8,exact,32,91061,1
1,8,near,32,90941,1
1,8,miss,32,91001,1
1,8,unicode,32,92734,1
1,8,exact,33,92143,1
1,8,near,33,90991,1
1,8,miss,33,91031,1
1,8,unicode,33,96622,1
1,8,exact,34,91341,1
1,8,near,34,91161,1
1,8,miss,34,90941,1
1,8,unicode,34,92554,1
1,8,exact,35,91041,1
1,8,near,35,90841,1
1,8,miss,35,90921,1
1,8,unicode,35,92604,1
1,8,exact,36,91031,1
1,8,near,36,90841,1
1,8,miss,36,93666,1
1,8,unicode,36,92634,1
1,8,exact,37,91131,1
1,8,near,37,90991,1
1,8,miss,37,90931,1
1,8,unicode,37,92564,1
1,8,exact,38,91121,1
1,8,near,38,90890,1
1,8,miss,38,90961,1
1,8,unicode,38,92645,1
1,8,exact,39,91612,1
1,8,near,39,94087,1
1,8,miss,39,90991,1
1,8,unicode,39,92634,1
1,8,exact,40,92665,1
1,8,near,40,90911,1
1,8,miss,40,90941,1
1,8,unicode,40,92533,1
1,8,exact,41,90971,1
1,8,near,41,90901,1
1,8,miss,41,90921,1
1,8,unicode,41,96511,1
1,8,exact,42,91261,1
1,8,near,42,90921,1
1,8,miss,42,90951,1
1,8,unicode,42,92564,1
1,8,exact,43,90991,1
1,8,near,43,102343,1
1,8,miss,43,102112,1
1,8,unicode,43,95459,1
1,8,exact,44,93015,1
1,8,near,44,92614,1
1,8,miss,44,111780,1
1,8,unicode,44,94338,1
1,8,exact,45,92725,1
1,8,near,45,92544,1
1,8,miss,45,92554,1
1,8,unicode,45,94247,1
1,8,exact,46,92714,1
1,8,near,46,92504,1
1,8,miss,46,92634,1
1,8,unicode,46,94188,1
1,8,exact,47,98795,1
1,8,near,47,92514,1
1,8,miss,47,95029,1
1,8,unicode,47,94197,1
1,8,exact,48,92594,1
1,8,near,48,92473,1
1,8,miss,48,92494,1
1,8,unicode,48,94117,1
1,8,exact,49,92875,1
1,8,near,49,92484,1
1,8,miss,49,92494,1
1,8,unicode,49,99527,1
1,8,serialize,0,4769,1
1,8,deserialize,0,51127,1
1,8,insert,0,24766,1
1,8,update,0,21821,1
1,8,delete,0,21731,1
1,8,save,0,10385313,1
1,8,load,0,186511,1
1,8,serialize,1,6342,1
1,8,deserialize,1,145774,1
1,8,insert,1,25518,1
1,8,update,1,27642,1
1,8,delete,1,21761,1
1,8,save,1,10367269,1
1,8,load,1,185820,1
1,8,serialize,2,8456,1
1,8,deserialize,2,146866,1
1,8,insert,2,74480,1
1,8,update,2,64872,1
1,8,delete,2,27181,1
1,8,save,2,10212598,1
1,8,load,2,190919,1
1,8,serialize,3,7674,1
1,8,deserialize,3,146886,1
1,8,insert,3,74450,1
1,8,update,3,64932,1
1,8,delete,3,64641,1
1,8,save,3,10416652,1
1,8,load,3,184597,1
1,8,serialize,4,7724,1
1,8,deserialize,4,146736,1
1,8,insert,4,74270,1
1,8,update,4,64871,1
1,8,delete,4,64772,1
1,8,save,4,10331763,1
1,8,load,4,181060,1
2,8,exact,0,133561,1
2,8,near,0,91001,1
2,8,miss,0,91372,1
2,8,unicode,0,95068,1
2,8,exact,1,91602,1
2,8,near,1,90820,1
2,8,miss,1,90891,1
2,8,unicode,1,93626,1
2,8,exact,2,91802,1
2,8,near,2,128150,1
2,8,miss,2,91322,1
2,8,unicode,2,100409,1
2,8,exact,3,129353,1
2,8,near,3,90661,1
2,8,miss,3,90801,1
2,8,unicode,3,92343,1
2,8,exact,4,91021,1
2,8,near,4,90621,1
2,8,miss,4,90540,1
2,8,unicode,4,100329,1
2,8,exact,5,90851,1
2,8,near,5,90560,1
2,8,miss,5,90530,1
2,8,unicode,5,107973,1
2,8,exact,6,92534,1
2,8,near,6,90971,1
2,8,miss,6,108784,1
2,8,unicode,6,94187,1
2,8,exact,7,92353,1
2,8,near,7,97894,1
2,8,miss,7,91041,1
2,8,unicode,7,93175,1
2,8,exact,8,91322,1
2,8,near,8,90841,1
2,8,miss,8,90981,1
2,8,unicode,8,93175,1
2,8,exact,9,91732,1
2,8,near,9,90941,1
2,8,miss,9,90931,1
2,8,unicode,9,93095,1
2,8,exact,10,95860,1
2,8,near,10,91011,1
2,8,miss,10,90981,1
2,8,unicode,10,93145,1
2,8,exact,11,91241,1
2,8,near,11,91041,1
2,8,miss,11,91432,1
2,8,unicode,11,93236,1
2,8,exact,12,91422,1
2,8,near,12,91001,1
2,8,miss,12,96451,1
2,8,unicode,12,93155,1
2,8,exact,13,91042,1
2,8,near,13,91051,1
2,8,miss,13,90821,1
2,8,unicode,13,92954,1
2,8,exact,14,91321,1
2,8,near,14,90851,1
2,8,miss,14,90931,1
2,8,unicode,14,93165,1
2,8,exact,15,91722,1
2,8,near,15,94187,1
2,8,miss,15,91121,1
2,8,unicode,15,93075,1
2,8,exact,16,91172,1
2,8,near,16,90971,1
2,8,miss,16,91041,1
2,8,unicode,16,93065,1
2,8,exact,17,91542,1
2,8,near,17,91011,1
2,8,miss,17,90921,1
2,8,unicode,17,93165,1
2,8,exact,18,93677,1
2,8,near,18,91051,1
2,8,miss,18,90971,1
2,8,unicode,18,92975,1
2,8,exact,19,91251,1
2,8,near,19,90930,1
2,8,miss,19,90950,1
2,8,unicode,19,93155,1
2,8,exact,20,91412,1
2,8,near,20,90951,1
2,8,miss,20,91041,1
2,8,unicode,20,99267,1
2,8,exact,21,91142,1
2,8,near,21,90941,1
2,8,miss,21,90951,1
2,8,unicode,21,93265,1
2,8,exact,22,91272,1
2,8,near,22,91011,1
2,8,miss,22,90921,1
2,8,unicode,22,93235,1
2,8,exact,23,91362,1
2,8,near,23,90961,1
2,8,miss,23,93276,1
2,8,unicode,23,93145,1
2,8,exact,24,91693,1
2,8,near,24,90860,1
2,8,miss,24,90920,1
2,8,unicode,24,93126,1
2,8,exact,25,91372,1
2,8,near,25,90931,1
2,8,miss,25,90941,1
2,8,unicode,25,93145,1
2,8,exact,26,95359,1
2,8,near,26,91091,1
2,8,miss,26,90961,1
2,8,unicode,26,92925,1
2,8,exact,27,91392,1
2,8,near,27,90881,1
2,8,miss,27,90981,1
2,8,unicode,27,93095,1
2,8,exact,28,91362,1
2,8,near,28,90871,1
2,8,miss,28,90860,1
2,8,unicode,28,95510,1
2,8,exact,29,91082,1
2,8,near,29,90921,1
2,8,miss,29,90950,1
2,8,unicode,29,93064,1
2,8,exact,30,91271,1
2,8,near,30,90911,1
2,8,miss,30,90901,1
2,8,unicode,30,93085,1
2,8,exact,31,91482,1
2,8,near,31,90941,1
2,8,miss,31,94879,1
2,8,unicode,31,93105,1
2,8,exact,32,91142,1
2,8,near,32,91041,1
2,8,miss,32,90981,1
2,8,unicode,32,93225,1
2,8,exact,33,105448,1
2,8,near,33,108805,1
2,8,miss,33,93025,1
2,8,unicode,33,93055,1
2,8,exact,34,96081,1
2,8,near,34,90620,1
2,8,miss,34,90781,1
2,8,unicode,34,92163,1
2,8,exact,35,91051,1
2,8,near,35,90510,1
2,8,miss,35,90380,1
2,8,unicode,35,92163,1
2,8,exact,36,90560,1
2,8,near,36,90430,1
2,8,miss,36,90470,1
2,8,unicode,36,95830,1
2,8,exact,37,90570,1
2,8,near,37,90520,1
2,8,miss,37,90410,1
2,8,unicode,37,92003,1
2,8,exact,38,90600,1
2,8,near,38,90520,1
2,8,miss,38,90551,1
2,8,unicode,38,92143,1
2,8,exact,39,91172,1
2,8,near,39,90460,1
2,8,miss,39,93716,1
2,8,unicode,39,92063,1
2,8,exact,40,90700,1
2,8,near,40,90550,1
2,8,miss,40,90470,1
2,8,unicode,40,92724,1
2,8,exact,41,90630,1
2,8,near,41,90429,1
2,8,miss,41,91081,1
2,8,unicode,41,91993,1
2,8,exact,42,90550,1
2,8,near,42,94057,1
2,8,miss,42,90621,1
2,8,unicode,42,92153,1
2,8,exact,43,91252,1
2,8,near,43,90590,1
2,8,miss,43,90751,1
2,8,unicode,43,92173,1
2,8,exact,44,90601,1
2,8,near,44,90540,1
2,8,miss,44,90650,1
2,8,unicode,44,92104,1
2,8,exact,45,94958,1
2,8,near,45,90570,1
2,8,miss,45,90530,1
2,8,unicode,45,92214,1
2,8,exact,46,90690,1
2,8,near,46,90571,1
2,8,miss,46,90560,1
2,8,unicode,46,92223,1
2,8,exact,47,90700,1
2,8,near,47,90460,1
2,8,miss,47,90580,1
2,8,unicode,47,97394,1
2,8,exact,48,90651,1
2,8,near,48,90560,1
2,8,miss,48,91161,1
2,8,unicode,48,92063,1
2,8,exact,49,90550,1
2,8,near,49,90551,1
2,8,miss,49,90610,1
2,8,unicode,49,92144,1
2,8,serialize,0,3346,1
2,8,deserialize,0,50585,1
2,8,insert,0,25027,1
2,8,update,0,21600,1
2,8,delete,0,21560,1
2,8,save,0,10309811,1
2,8,load,0,182944,1
2,8,serialize,1,7003,1
2,8,deserialize,1,146986,1
2,8,insert,1,74230,1
2,8,update,1,64902,1
2,8,delete,1,64661,1
2,8,save,1,10208781,1
2,8,load,1,181301,1
2,8,serialize,2,8245,1
2,8,deserialize,2,147407,1
2,8,insert,2,74520,1
2,8,update,2,64952,1
2,8,delete,2,64752,1
2,8,save,2,10353162,1
2,8,load,2,185549,1
2,8,serialize,3,8596,1
2,8,deserialize,3,147327,1
2,8,insert,3,74450,1
2,8,update,3,64882,1
2,8,delete,3,64661,1
2,8,save,3,10345999,1
2,8,load,3,197602,1
2,8,serialize,4,11381,1
2,8,deserialize,4,146976,1
2,8,insert,4,74520,1
2,8,update,4,64761,1
2,8,delete,4,64621,1
2,8,save,4,10482275,1
2,8,load,4,63520,1
2,64,exact,0,732678,1
2,64,near,0,722207,1
2,64,miss,0,880315,1
2,64,unicode,0,941700,1
2,64,exact,1,732266,1
2,64,near,1,729872,1
2,64,miss,1,726897,1
2,64,unicode,1,742195,1
2,64,exact,2,731966,1
2,64,near,2,732927,1
2,64,miss,2,726666,1
2,64,unicode,2,740432,1
2,64,exact,3,734320,1
2,64,near,3,732487,1
2,64,miss,3,725824,1
2,64,unicode,3,843034,1
2,64,exact,4,735363,1
2,64,near,4,730874,1
2,64,miss,4,725864,1
2,64,unicode,4,741564,1
2,64,exact,5,732537,1
2,64,near,5,731785,1
2,64,miss,5,725885,1
2,64,unicode,5,742476,1
2,64,exact,6,730252,1
2,64,near,6,730984,1
2,64,miss,6,727036,1
2,64,unicode,6,741043,1
2,64,exact,7,731876,1
2,64,near,7,807949,1
2,64,miss,7,725895,1
2,64,unicode,7,743197,1
2,64,exact,8,731685,1
2,64,near,8,729601,1
2,64,miss,8,729170,1
2,64,unicode,8,740883,1
2,64,exact,9,736054,1
2,64,near,9,727117,1
2,64,miss,9,730433,1
2,64,unicode,9,740702,1
2,64,exact,10,744940,1
2,64,near,10,729632,1
2,64,miss,10,797970,1
2,64,unicode,10,743779,1
2,64,exact,11,733058,1
2,64,near,11,727648,1
2,64,miss,11,728459,1
2,64,unicode,11,747906,1
2,64,exact,12,775618,1
2,64,near,12,735182,1
2,64,miss,12,737146,1
2,64,unicode,12,747856,1
2,64,exact,13,739580,1
2,64,near,13,735854,1
2,64,miss,13,736525,1
2,64,unicode,13,764437,1
2,64,exact,14,920721,1
2,64,near,14,723611,1
2,64,miss,14,724703,1
2,64,unicode,14,735002,1
2,64,exact,15,733209,1
2,64,near,15,721967,1
2,64,miss,15,723310,1
2,64,unicode,15,734120,1
2,64,exact,16,724051,1
2,64,near,16,722037,1
2,64,miss,16,723570,1
2,64,unicode,16,734561,1
2,64,exact,17,722028,1
2,64,near,17,811375,1
2,64,miss,17,740963,1
2,64,unicode,17,816976,1
2,64,exact,18,807909,1
2,64,near,18,805234,1
2,64,miss,18,806185,1
2,64,unicode,18,817767,1
2,64,exact,19,808670,1
2,64,near,19,808700,1
2,64,miss,19,807047,1
2,64,unicode,19,814430,1
2,64,exact,20,809191,1
2,64,near,20,815793,1
2,64,miss,20,722458,1
2,64,unicode,20,730493,1
2,64,exact,21,725043,1
2,64,near,21,725063,1
2,64,miss,21,767693,1
2,64,unicode,21,731245,1
2,64,exact,22,727477,1
2,64,near,22,727538,1
2,64,miss,22,725264,1
2,64,unicode,22,730573,1
2,64,exact,23,727337,1
2,64,near,23,729432,1
2,64,miss,23,720725,1
2,64,unicode,23,756332,1
2,64,exact,24,737586,1
2,64,near,24,739710,1
2,64,miss,24,726325,1
2,64,unicode,24,741284,1
2,64,exact,25,731935,1
2,64,near,25,732357,1
2,64,miss,25,726265,1
2,64,unicode,25,741614,1
2,64,exact,26,732016,1
2,64,near,26,732637,1
2,64,miss,26,726105,1
2,64,unicode,26,755120,1
2,64,exact,27,731535,1
2,64,near,27,747906,1
2,64,miss,27,729532,1
2,64,unicode,27,741093,1
2,64,exact,28,738989,1
2,64,near,28,730263,1
2,64,miss,28,726145,1
2,64,unicode,28,742757,1
2,64,exact,29,730323,1
2,64,near,29,727898,1
2,64,miss,29,730403,1
2,64,unicode,29,740612,1
2,64,exact,30,731725,1
2,64,near,30,728219,1
2,64,miss,30,742977,1
2,64,unicode,30,741444,1
2,64,exact,31,730323,1
2,64,near,31,728309,1
2,64,miss,31,728249,1
2,64,unicode,31,740743,1
2,64,exact,32,730944,1
2,64,near,32,729812,1
2,64,miss,32,729011,1
2,64,unicode,32,743518,1
2,64,exact,33,728389,1
2,64,near,33,732166,1
2,64,miss,33,731465,1
2,64,unicode,33,740592,1
2,64,exact,34,732557,1
2,64,near,34,731325,1
2,64,miss,34,729552,1
2,64,unicode,34,741644,1
2,64,exact,35,728178,1
2,64,near,35,732567,1
2,64,miss,35,730142,1
2,64,unicode,35,741955,1
2,64,exact,36,728229,1
2,64,near,36,732647,1
2,64,miss,36,729651,1
2,64,unicode,36,738629,1
2,64,exact,37,730493,1
2,64,near,37,732447,1
2,64,miss,37,738828,1
2,64,unicode,37,737727,1
2,64,exact,38,731135,1
2,64,near,38,730944,1
2,64,miss,38,729972,1
2,64,unicode,38,737947,1
2,64,exact,39,730824,1
2,64,near,39,731234,1
2,64,miss,39,729331,1
2,64,unicode,39,737847,1
2,64,exact,40,731595,1
2,64,near,40,731666,1
2,64,miss,40,726005,1
2,64,unicode,40,747656,1
2,64,exact,41,730223,1
2,64,near,41,731385,1
2,64,miss,41,729912,1
2,64,unicode,41,740112,1
2,64,exact,42,730033,1
2,64,near,42,731485,1
2,64,miss,42,725714,1
2,64,unicode,42,744148,1
2,64,exact,43,730664,1
2,64,near,43,730954,1
2,64,miss,43,726265,1
2,64,unicode,43,740562,1
2,64,exact,44,731946,1
2,64,near,44,733549,1
2,64,miss,44,729111,1
2,64,unicode,44,739731,1
2,64,exact,45,730884,1
2,64,near,45,728208,1
2,64,miss,45,729621,1
2,64,unicode,45,740822,1
2,64,exact,46,732196,1
2,64,near,46,728469,1
2,64,miss,46,729041,1
2,64,unicode,46,741163,1
2,64,exact,47,731586,1
2,64,near,47,728439,1
2,64,miss,47,729431,1
2,64,unicode,47,744220,1
2,64,exact,48,730103,1
2,64,near,48,727959,1
2,64,miss,48,729371,1
2,64,unicode,48,739690,1
2,64,exact,49,727989,1
2,64,near,49,731645,1
2,64,miss,49,730222,1
2,64,unicode,49,739911,1
2,64,serialize,0,61415,1
2,64,deserialize,0,416103,1
2,64,insert,0,198604,1
2,64,update,0,199145,1
2,64,delete,0,194766,1
2,64,save,0,12352110,1
2,64,load,0,686490,1
2,64,serialize,1,32681,1
2,64,deserialize,1,398570,1
2,64,insert,1,217459,1
2,64,update,1,210345,1
2,64,delete,1,203593,1
2,64,save,1,10599596,1
2,64,load,1,851691,1
2,64,serialize,2,29295,1
2,64,deserialize,2,399261,1
2,64,insert,2,214143,1
2,64,update,2,204003,1
2,64,delete,2,193965,1
2,64,save,2,10737415,1
2,64,load,2,931030,1
2,64,serialize,3,26259,1
2,64,deserialize,3,399611,1
2,64,insert,3,212469,1
2,64,update,3,206528,1
2,64,delete,3,193894,1
2,64,save,3,10558448,1
2,64,load,3,1083507,1
2,64,serialize,4,41758,1
2,64,deserialize,4,401164,1
2,64,insert,4,209734,1
2,64,update,4,198443,1
2,64,delete,4,193303,1
2,64,save,4,10410350,1
2,64,load,4,502274,1
2,256,exact,0,3083957,1
2,256,near,0,2952280,1
2,256,miss,0,2918627,1
2,256,unicode,0,2965835,1
2,256,exact,1,2940037,1
2,256,near,1,2941029,1
2,256,miss,1,2925339,1
2,256,unicode,1,2952771,1
2,256,exact,2,2899280,1
2,256,near,2,2908027,1
2,256,miss,2,2893800,1
2,256,unicode,2,2951939,1
2,256,exact,3,2903668,1
2,256,near,3,2908648,1
2,256,miss,3,2906023,1
2,256,unicode,3,2947220,1
2,256,exact,4,2925880,1
2,256,near,4,2914889,1
2,256,miss,4,2927844,1
2,256,unicode,4,2955536,1
2,256,exact,5,2910622,1
2,256,near,5,2921973,1
2,256,miss,5,2909710,1
2,256,unicode,5,2954284,1
2,256,exact,6,2931501,1
2,256,near,6,2930058,1
2,256,miss,6,2897016,1
2,256,unicode,6,2956127,1
2,256,exact,7,2919198,1
2,256,near,7,2911753,1
2,256,miss,7,2906654,1
2,256,unicode,7,2961527,1
2,256,exact,8,2901104,1
2,256,near,8,2903408,1
2,256,miss,8,2898820,1
2,256,unicode,8,2950036,1
2,256,exact,9,2897286,1
2,256,near,9,2905742,1
2,256,miss,9,2910241,1
2,256,unicode,9,2939526,1
2,256,exact,10,2905632,1
2,256,near,10,2902857,1
2,256,miss,10,2903248,1
2,256,unicode,10,2940487,1
2,256,exact,11,2902907,1
2,256,near,11,2916082,1
2,256,miss,11,2894180,1
2,256,unicode,11,2939235,1
2,256,exact,12,2913728,1
2,256,near,12,2903759,1
2,256,miss,12,2961166,1
2,256,unicode,12,2939105,1
2,256,exact,13,2913828,1
2,256,near,13,2902325,1
2,256,miss,13,2890354,1
2,256,unicode,13,2950306,1
